"","x","y","area","peri","land_perc"
"268",1625000,6689204.14285714,13267.5685714286,474.834857142858,0.615146894741931
"269",1715000,6689204.14285714,13267.5685714286,474.834857142858,0.0873111030141341
"270",1805000,6689204.14285714,13267.5685714286,474.834857142858,0.930405671610039
"271",-2155000,6541786.71428571,13267.5685714287,474.834857142858,NA
"272",-2065000,6541786.71428571,13267.5685714286,474.834857142858,NA
"273",-1975000,6541786.71428571,13267.5685714287,474.834857142858,NA
"274",-1885000,6541786.71428571,13267.5685714286,474.834857142858,NA
"275",-1795000,6541786.71428571,13267.5685714286,474.834857142858,NA
"276",-1705000,6541786.71428571,13267.5685714286,474.834857142858,NA
"277",-1615000,6541786.71428571,13267.5685714286,474.834857142858,NA
"278",-1525000,6541786.71428571,13267.5685714286,474.834857142858,NA
"279",-1435000,6541786.71428571,13267.5685714286,474.834857142858,NA
"280",-1345000,6541786.71428571,13267.5685714286,474.834857142858,NA
"281",-1255000,6541786.71428571,13267.5685714286,474.834857142858,NA
"282",-1165000,6541786.71428571,13267.5685714286,474.834857142858,NA
"283",-1075000,6541786.71428571,13267.5685714286,474.834857142858,NA
"284",-985000,6541786.71428571,13267.5685714286,474.834857142858,NA
"285",-895000,6541786.71428571,13267.5685714286,474.834857142858,NA
"286",-805000,6541786.71428571,13267.5685714286,474.834857142858,NA
"287",-715000,6541786.71428571,13267.5685714286,474.834857142858,NA
"288",-625000,6541786.71428571,13267.5685714286,474.834857142858,NA
"289",-535000,6541786.71428571,13267.5685714286,474.834857142858,NA
"290",-445000,6541786.71428571,13267.5685714286,474.834857142858,NA
"291",-355000,6541786.71428571,13267.5685714286,474.834857142858,NA
"292",-265000,6541786.71428571,13267.5685714286,474.834857142858,NA
"293",-175000,6541786.71428571,13267.5685714286,474.834857142858,NA
"294",-85000,6541786.71428571,13267.5685714286,474.834857142858,NA
"295",5000,6541786.71428571,13267.5685714286,474.834857142858,NA
"296",95000,6541786.71428571,13267.5685714286,474.834857142858,NA
"297",185000,6541786.71428571,13267.5685714286,474.834857142858,NA
"298",275000,6541786.71428571,13267.5685714286,474.834857142858,NA
"299",365000,6541786.71428571,13267.5685714286,474.834857142858,NA
"300",455000,6541786.71428571,13267.5685714286,474.834857142858,NA
"301",545000,6541786.71428571,13267.5685714286,474.834857142858,NA
"302",635000,6541786.71428571,13267.5685714286,474.834857142858,0.104627849375715
"303",725000,6541786.71428571,13267.5685714286,474.834857142858,0.858794377869472
"304",815000,6541786.71428571,13267.5685714286,474.834857142858,1
"305",905000,6541786.71428571,13267.5685714286,474.834857142858,0.582063746935532
"306",995000,6541786.71428571,13267.5685714286,474.834857142858,0.1051934443966
"307",1085000,6541786.71428571,13267.5685714286,474.834857142858,0.910287003148134
"308",1175000,6541786.71428571,13267.5685714286,474.834857142858,0.999544705547416
"309",1265000,6541786.71428571,13267.5685714286,474.834857142858,1
"310",1355000,6541786.71428571,13267.5685714286,474.834857142858,0.988731470549809
"311",1445000,6541786.71428571,13267.5685714286,474.834857142858,1.23518916056191e-06
"312",1535000,6541786.71428571,13267.5685714286,474.834857142858,0.18228667836151
"313",1625000,6541786.71428571,13267.5685714286,474.834857142858,0.572971497963451
"314",1715000,6541786.71428571,13267.5685714286,474.834857142858,0.691213344366811
"315",1805000,6541786.71428571,13267.5685714286,474.834857142858,0.191451251404977
"316",-2155000,6394369.28571429,13267.5685714287,474.834857142858,NA
"317",-2065000,6394369.28571429,13267.5685714286,474.834857142858,NA
"318",-1975000,6394369.28571429,13267.5685714287,474.834857142858,NA
"319",-1885000,6394369.28571429,13267.5685714286,474.834857142858,NA
"320",-1795000,6394369.28571429,13267.5685714286,474.834857142858,NA
"321",-1705000,6394369.28571429,13267.5685714286,474.834857142858,NA
"322",-1615000,6394369.28571429,13267.5685714286,474.834857142858,NA
"323",-1525000,6394369.28571429,13267.5685714286,474.834857142858,NA
"324",-1435000,6394369.28571429,13267.5685714286,474.834857142858,NA
"325",-1345000,6394369.28571429,13267.5685714286,474.834857142858,NA
"326",-1255000,6394369.28571429,13267.5685714286,474.834857142858,NA
"327",-1165000,6394369.28571429,13267.5685714286,474.834857142858,NA
"328",-1075000,6394369.28571429,13267.5685714286,474.834857142858,NA
"329",-985000,6394369.28571429,13267.5685714286,474.834857142858,NA
"330",-895000,6394369.28571429,13267.5685714286,474.834857142858,NA
"331",-805000,6394369.28571429,13267.5685714286,474.834857142858,NA
"332",-715000,6394369.28571429,13267.5685714286,474.834857142858,NA
"333",-625000,6394369.28571429,13267.5685714286,474.834857142858,NA
"334",-535000,6394369.28571429,13267.5685714286,474.834857142858,NA
"335",-445000,6394369.28571429,13267.5685714286,474.834857142858,NA
"336",-355000,6394369.28571429,13267.5685714286,474.834857142858,NA
"337",-265000,6394369.28571429,13267.5685714286,474.834857142858,NA
"338",-175000,6394369.28571429,13267.5685714286,474.834857142858,NA
"339",-85000,6394369.28571429,13267.5685714286,474.834857142858,NA
"340",5000,6394369.28571429,13267.5685714286,474.834857142858,NA
"341",95000,6394369.28571429,13267.5685714286,474.834857142858,NA
"342",185000,6394369.28571429,13267.5685714286,474.834857142858,NA
"343",275000,6394369.28571429,13267.5685714286,474.834857142858,NA
"344",365000,6394369.28571429,13267.5685714286,474.834857142858,NA
"345",455000,6394369.28571429,13267.5685714286,474.834857142858,NA
"346",545000,6394369.28571429,13267.5685714286,474.834857142858,NA
"347",635000,6394369.28571429,13267.5685714286,474.834857142858,0.0918437648931296
"348",725000,6394369.28571429,13267.5685714286,474.834857142858,0.682001925140053
"349",815000,6394369.28571429,13267.5685714286,474.834857142858,0.338647568451041
"350",905000,6394369.28571429,13267.5685714286,474.834857142858,0.029289157891829
"351",995000,6394369.28571429,13267.5685714286,474.834857142858,0.114793136109155
"352",1085000,6394369.28571429,13267.5685714286,474.834857142858,0.589953530330104
"353",1175000,6394369.28571429,13267.5685714286,474.834857142858,0.737673029186896
"354",1265000,6394369.28571429,13267.5685714286,474.834857142858,0.621744049597934
"355",1355000,6394369.28571429,13267.5685714286,474.834857142858,0.397205587324403
"356",1445000,6394369.28571429,13267.5685714286,474.834857142858,0.126230496903015
"357",1535000,6394369.28571429,13267.5685714286,474.834857142858,0.00546209740380025
"358",1625000,6394369.28571429,13267.5685714286,474.834857142858,0.11694549487503
"359",1715000,6394369.28571429,13267.5685714286,474.834857142858,0.330548426491095
"360",1805000,6394369.28571429,13267.5685714286,474.834857142858,0.15994681672212
"361",-2155000,6246951.85714286,13267.5685714287,474.834857142858,NA
"362",-2065000,6246951.85714286,13267.5685714286,474.834857142858,NA
"363",-1975000,6246951.85714286,13267.5685714287,474.834857142858,NA
"364",-1885000,6246951.85714286,13267.5685714286,474.834857142858,NA
"365",-1795000,6246951.85714286,13267.5685714286,474.834857142858,NA
"366",-1705000,6246951.85714286,13267.5685714286,474.834857142858,NA
"367",-1615000,6246951.85714286,13267.5685714286,474.834857142858,NA
"368",-1525000,6246951.85714286,13267.5685714286,474.834857142858,NA
"369",-1435000,6246951.85714286,13267.5685714286,474.834857142858,NA
"370",-1345000,6246951.85714286,13267.5685714286,474.834857142858,NA
"371",-1255000,6246951.85714286,13267.5685714286,474.834857142858,NA
"372",-1165000,6246951.85714286,13267.5685714286,474.834857142858,NA
"373",-1075000,6246951.85714286,13267.5685714286,474.834857142858,NA
"374",-985000,6246951.85714286,13267.5685714286,474.834857142858,NA
"375",-895000,6246951.85714286,13267.5685714286,474.834857142858,NA
"376",-805000,6246951.85714286,13267.5685714286,474.834857142858,NA
"377",-715000,6246951.85714286,13267.5685714286,474.834857142858,NA
"378",-625000,6246951.85714286,13267.5685714286,474.834857142858,NA
"379",-535000,6246951.85714286,13267.5685714286,474.834857142858,NA
"380",-445000,6246951.85714286,13267.5685714286,474.834857142858,NA
"381",-355000,6246951.85714286,13267.5685714286,474.834857142858,NA
"382",-265000,6246951.85714286,13267.5685714286,474.834857142858,NA
"383",-175000,6246951.85714286,13267.5685714286,474.834857142858,NA
"384",-85000,6246951.85714286,13267.5685714286,474.834857142858,NA
"385",5000,6246951.85714286,13267.5685714286,474.834857142858,NA
"386",95000,6246951.85714286,13267.5685714286,474.834857142858,NA
"387",185000,6246951.85714286,13267.5685714286,474.834857142858,NA
"388",275000,6246951.85714286,13267.5685714286,474.834857142858,NA
"389",365000,6246951.85714286,13267.5685714286,474.834857142858,NA
"390",455000,6246951.85714286,13267.5685714286,474.834857142858,NA
"391",545000,6246951.85714286,13267.5685714286,474.834857142858,NA
"392",635000,6246951.85714286,13267.5685714286,474.834857142858,NA
"393",725000,6246951.85714286,13267.5685714286,474.834857142858,NA
"394",815000,6246951.85714286,13267.5685714286,474.834857142858,NA
"395",905000,6246951.85714286,13267.5685714286,474.834857142858,NA
"396",995000,6246951.85714286,13267.5685714286,474.834857142858,0.0618639151181282
"397",1085000,6246951.85714286,13267.5685714286,474.834857142858,0.212417537949493
"398",1175000,6246951.85714286,13267.5685714286,474.834857142858,0.0246401035111797
"399",1265000,6246951.85714286,13267.5685714286,474.834857142858,0.0845854235265707
"400",1355000,6246951.85714286,13267.5685714286,474.834857142858,0.52658156812324
"401",1445000,6246951.85714286,13267.5685714286,474.834857142858,0.895439107304264
"402",1535000,6246951.85714286,13267.5685714286,474.834857142858,1
"403",1625000,6246951.85714286,13267.5685714286,474.834857142858,1
"404",1715000,6246951.85714286,13267.5685714286,474.834857142858,1
"405",1805000,6246951.85714286,13267.5685714286,474.834857142858,1
"406",-2155000,6099534.42857143,13267.5685714287,474.834857142858,NA
"407",-2065000,6099534.42857143,13267.5685714286,474.834857142858,NA
"408",-1975000,6099534.42857143,13267.5685714287,474.834857142858,NA
"409",-1885000,6099534.42857143,13267.5685714286,474.834857142858,NA
"410",-1795000,6099534.42857143,13267.5685714286,474.834857142858,NA
"411",-1705000,6099534.42857143,13267.5685714286,474.834857142858,NA
"412",-1615000,6099534.42857143,13267.5685714286,474.834857142858,NA
"413",-1525000,6099534.42857143,13267.5685714286,474.834857142858,NA
