"","x","y","land_perc","temp","phyto","velo"
"246",-355000,6689204.14285714,NA,10.7179025080507,1.72757189018762,0.0499423243623247
"247",-265000,6689204.14285714,NA,10.8851420199107,1.74863762953922,0.0379840283920636
"248",-175000,6689204.14285714,NA,11.2196370155635,1.7561470045907,0.0842656043393347
"249",-85000,6689204.14285714,NA,11.601923315267,1.80263577553594,0.114377528101565
"250",5000,6689204.14285714,NA,11.878810439989,1.76821449193811,0.0737844079152896
"251",95000,6689204.14285714,NA,12.0495912390468,1.78186385039716,0.0412798013301413
"252",185000,6689204.14285714,NA,12.0975597903221,1.8176409624457,0.0331418923554439
"253",275000,6689204.14285714,NA,12.217159059413,1.83240231084678,0.0426046558562574
"254",365000,6689204.14285714,NA,12.3281344346905,1.84157424844701,0.0453926158501863
"255",455000,6689204.14285714,NA,12.2169928142059,1.86018728966052,0.0955730112293602
"256",545000,6689204.14285714,NA,12.1766273403478,1.96750787531625,0.0833055223966333
"257",635000,6689204.14285714,0.115774984032898,11.9545522035988,2.79436143736363,0.0666530147101054
"258",725000,6689204.14285714,0.0170415225512352,11.6949540910461,3.29193391152828,0.0375753741475466
"259",815000,6689204.14285714,0.530950895413822,11.1788744322726,4.19878166191593,NA
"260",905000,6689204.14285714,0.352631693258012,11.1520644936489,3.1024297898672,0.0270206970387886
"261",995000,6689204.14285714,0.0140846364083916,11.2692685703545,2.78052186094471,0.0316709239867225
"262",1085000,6689204.14285714,0.5348265811565,11.3610246258327,4.75334918270205,0.0180976258098571
"263",1175000,6689204.14285714,1,NA,NA,NA
"264",1265000,6689204.14285714,0.843587087660343,10.3333171619132,3.25151685373924,0.0146866060039396
"265",1355000,6689204.14285714,0.283588189926706,10.7433355723871,3.36034688354784,0.0189801069341231
"266",1445000,6689204.14285714,0.0933885523974959,11.2932131707852,1.97756966545714,0.0213113390832272
"267",1535000,6689204.14285714,NA,11.8978396516758,3.50590345848873,0.0303485638875497
"268",1625000,6689204.14285714,0.615146894741931,11.9361231250501,6.53645280936339,0.0486303435544037
"269",1715000,6689204.14285714,0.0873111030141341,11.8940266030744,6.01092892304653,NA
"270",1805000,6689204.14285714,0.930405671610039,NA,NA,NA
"271",-2155000,6541786.71428571,NA,4.4701527758155,3.32113833611666,0.132726864781943
"272",-2065000,6541786.71428571,NA,4.84463471300366,3.20075823013836,0.142922363816068
"273",-1975000,6541786.71428571,NA,6.2703886678195,2.95047209690499,0.131900575283904
"274",-1885000,6541786.71428571,NA,7.56602058150962,2.39280006305863,0.0410037039261916
"275",-1795000,6541786.71428571,NA,8.73924081233766,2.12462806625455,0.0546835005134252
"276",-1705000,6541786.71428571,NA,9.93438121964843,2.06866153997548,0.182634624877641
"277",-1615000,6541786.71428571,NA,10.7275440977588,2.05584809049165,0.194654144610709
"278",-1525000,6541786.71428571,NA,10.5710878249858,2.01931691738145,0.126057319235245
"279",-1435000,6541786.71428571,NA,10.1533585269857,1.98240807564882,0.106453671697215
"280",-1345000,6541786.71428571,NA,9.41621867376656,1.90903157704464,0.0978832058957023
"281",-1255000,6541786.71428571,NA,9.06582935001401,1.8206645107748,0.0870947830202218
"282",-1165000,6541786.71428571,NA,8.86025907341349,1.80886368967841,0.0619803475697817
"283",-1075000,6541786.71428571,NA,8.82720154067214,1.74908494434264,0.0503183610156787
"284",-985000,6541786.71428571,NA,8.96228676536778,1.71061722821608,0.0621697095004614
"285",-895000,6541786.71428571,NA,9.12949792899685,1.69474048553671,0.0576330801931936
"286",-805000,6541786.71428571,NA,9.33112701072069,1.68763870653416,0.0695935040048814
"287",-715000,6541786.71428571,NA,9.53347280837801,1.67699403885708,0.0638032583439673
"288",-625000,6541786.71428571,NA,9.76731136483274,1.67390302620044,0.0520953427920894
"289",-535000,6541786.71428571,NA,10.1988690338887,1.68996849618121,0.0827445790108315
"290",-445000,6541786.71428571,NA,10.9857785359693,1.68324906298815,0.123313190694957
"291",-355000,6541786.71428571,NA,11.1464075854427,1.7065391299125,0.097021192865285
"292",-265000,6541786.71428571,NA,11.1810493751876,1.7326569174359,0.0810558294166868
"293",-175000,6541786.71428571,NA,11.7043011913119,1.73804229042839,0.166292776770733
"294",-85000,6541786.71428571,NA,11.9705312713754,1.78105922054036,0.0674501758691756
"295",5000,6541786.71428571,NA,12.1985162835782,1.78301788364603,0.0469724313041317
"296",95000,6541786.71428571,NA,12.4084820404629,1.80304543863222,0.0343740972590932
"297",185000,6541786.71428571,NA,12.561702463103,1.80791086788799,0.0664722369547916
"298",275000,6541786.71428571,NA,12.6740693451512,1.81232566701875,0.0688430421597119
"299",365000,6541786.71428571,NA,12.5976958305277,1.9287791444644,0.0457338131500739
"300",455000,6541786.71428571,NA,12.4684942833257,2.12242456360052,0.0284211741587063
"301",545000,6541786.71428571,NA,12.4818940610123,2.46505636533798,0.0337945151328287
"302",635000,6541786.71428571,0.104627849375715,12.1202419313167,2.98095912675349,0.0313186393455384
"303",725000,6541786.71428571,0.858794377869472,11.9056122545299,4.31666679664978,0.0190222707840908
"304",815000,6541786.71428571,1,NA,NA,NA
"305",905000,6541786.71428571,0.582063746935532,11.5520482396805,3.03782783253523,0.0269517605891425
"306",995000,6541786.71428571,0.1051934443966,11.7304983911566,2.6022464492297,0.030428489541367
"307",1085000,6541786.71428571,0.910287003148134,11.8555303530569,4.42985161059444,0.00988817836110778
"308",1175000,6541786.71428571,0.999544705547416,12.2439775214259,6.74778359693934,NA
"309",1265000,6541786.71428571,1,NA,NA,NA
"310",1355000,6541786.71428571,0.988731470549809,12.1696412459619,6.51669417866559,0.00326041745589012
"311",1445000,6541786.71428571,1.23518916056191e-06,12.2387795551982,3.57102441813652,0.0301866145138949
"312",1535000,6541786.71428571,0.18228667836151,12.3858059359637,3.94918563023724,0.0371278819601819
"313",1625000,6541786.71428571,0.572971497963451,12.1179621678754,6.96436674874746,0.0374156891304806
"314",1715000,6541786.71428571,0.691213344366811,NA,NA,NA
"315",1805000,6541786.71428571,0.191451251404977,NA,NA,NA
"316",-2155000,6394369.28571429,NA,5.02281762053341,3.30974038523689,0.122432526604284
"317",-2065000,6394369.28571429,NA,5.27860728793719,3.29204990437483,0.239285576668976
"318",-1975000,6394369.28571429,NA,6.63035657215937,2.8242564010442,0.140799284210454
"319",-1885000,6394369.28571429,NA,7.67234426788937,2.445352383083,0.0719059784753497
"320",-1795000,6394369.28571429,NA,8.39413806461104,2.43258734150033,0.090470183662939
"321",-1705000,6394369.28571429,NA,9.92200248353536,2.33407640189625,0.178509104712198
