"","x","y","land_perc","temp","phyto","velo","diversity","active","upper","lower","right","left","upper_left","upper_right","lower_left","lower_right"
"20",-445000,7426291.28571429,0,281.982902464247,1.55664108925207,11.340354958542,0.36,1,0,1,1,1,0,0,1,1
"21",-355000,7426291.28571429,0,282.293971536957,1.53553419192312,6.97828823981455,0.36,1,0,1,1,1,0,0,1,1
"22",-265000,7426291.28571429,0,282.546834699388,1.53570765271783,4.20702566927205,0.22,1,0,1,1,1,0,0,1,1
"23",-175000,7426291.28571429,0,282.741632708469,1.52019055323642,3.40603221445358,0.26,1,0,1,1,1,0,0,1,1
"24",-85000,7426291.28571429,0,282.899221220924,1.51470694671539,2.43039451805745,0.28,1,0,1,1,1,0,0,1,1
"25",5000,7426291.28571429,0,283.057751367027,1.50339912432754,3.21228812729459,0.34,1,0,1,1,1,0,0,1,1
"26",95000,7426291.28571429,0,283.175717757156,1.49140740025291,5.53201161445436,0.44,1,0,1,1,1,0,0,1,1
"27",185000,7426291.28571429,0,283.218531573982,1.47382045875319,5.35168984388772,0.4,1,0,1,1,1,0,0,1,1
"28",275000,7426291.28571429,0,283.231646874845,1.46618552311396,4.01628082831458,0.4,1,0,1,1,1,0,0,1,1
"29",365000,7426291.28571429,0,283.303258213166,1.4744698466241,5.63580078641929,0.5,1,0,1,1,1,0,0,1,1
"30",455000,7426291.28571429,0,283.295694710758,1.46011123927265,6.1608344449021,0.44,1,0,1,1,1,0,0,1,1
"31",545000,7426291.28571429,0,283.117569233239,1.58248646979741,4.25685526694896,0.48,1,0,1,1,1,0,0,1,1
"32",635000,7426291.28571429,0,282.808781521269,1.93066934852757,3.75571298338585,0.36,1,0,1,1,1,0,0,1,1
"33",725000,7426291.28571429,0.00997583609848848,282.448167792512,2.15515512937466,3.98095504601996,0.38,1,0,1,1,1,0,0,1,1
"34",815000,7426291.28571429,0,282.906404797443,2.08496964787773,7.71148892873134,0.34,1,0,1,1,1,0,0,1,1
"35",905000,7426291.28571429,0,283.387695482895,2.1723303140743,12.803343362122,0.4,1,0,1,1,1,0,0,1,1
"36",995000,7426291.28571429,0.0930387147038669,283.220102789956,2.53410619100077,5.4649363743471,0.44,1,0,1,1,1,0,0,1,1
"37",1085000,7426291.28571429,0,283.262354867947,2.31496509538539,3.19064804917708,0.36,1,0,1,1,1,0,0,1,1
"38",1175000,7426291.28571429,0,283.268311937081,2.25614755334626,2.65545974982871,0.26,1,0,1,1,1,0,0,1,1
"39",1265000,7426291.28571429,0,283.337493746442,2.42194732803825,2.23177433875303,0.34,1,0,1,1,1,0,0,1,1
"40",1355000,7426291.28571429,0.0677823628868036,283.186110788114,2.11162830389437,8.87515729832704,0.3,1,0,1,1,1,0,0,1,1
"41",1445000,7426291.28571429,0.720782479017599,282.91475376805,2.8931378207405,3.03908545752862,0.28,1,0,1,0,1,0,0,1,1
"42",1535000,7426291.28571429,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"43",1625000,7426291.28571429,0.699709464522059,283.503106810919,2.34190447650826,21.169541306519,0.12,1,0,1,1,0,0,0,1,1
"44",1715000,7426291.28571429,0.00185770508602293,283.542632361106,2.21190441448459,13.5913450983649,0.22,1,0,1,1,1,0,0,1,1
"45",1805000,7426291.28571429,6.67308276813409e-05,283.410425105795,2.55724582679363,10.8801695350876,0.24,1,0,1,0,1,0,0,1,0
"46",-2155000,7278873.85714286,0,276.195736552248,3.18464527839723,26.7144736916143,0.04,1,1,1,0,0,0,0,0,1
"47",-2065000,7278873.85714286,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"48",-1975000,7278873.85714286,0,278.495458645924,1.83667276427109,3.25074955155137,0.02,1,1,1,1,0,0,1,1,1
"49",-1885000,7278873.85714286,0,278.676928732734,1.6997695944623,3.0345735761601,0.06,1,1,1,1,1,1,0,1,1
"50",-1795000,7278873.85714286,0,278.642335077986,1.67593977798564,1.53745307431901,0.04,1,0,1,1,1,1,0,1,1
"51",-1705000,7278873.85714286,0,278.594916188427,1.67267926564889,2.23356473309216,0.1,1,0,1,1,1,0,1,1,1
"52",-1615000,7278873.85714286,0,278.603979052368,1.68734960062593,3.36701779306687,0.1,1,1,1,1,1,0,1,1,1
"53",-1525000,7278873.85714286,0,278.690641277315,1.71724728042721,2.94414903909079,0.1,1,1,1,1,1,1,1,1,1
"54",-1435000,7278873.85714286,0,278.765357744286,1.84233598356742,3.61990045512339,0.1,1,1,1,1,1,1,1,1,1
"55",-1345000,7278873.85714286,0,278.797386370169,2.07497967917483,8.35213044328185,0.1,1,1,1,1,1,1,1,1,1
"56",-1255000,7278873.85714286,0,279.020411338752,1.93792441200863,7.60131747845202,0.08,1,1,1,1,1,1,1,1,1
"57",-1165000,7278873.85714286,0,279.241505748941,1.74467127794565,3.58314793831071,0.2,1,1,1,1,1,1,1,1,1
"58",-1075000,7278873.85714286,0,279.559640621747,1.68437924916316,2.96668721047858,0.22,1,1,1,1,1,1,1,1,1
"59",-985000,7278873.85714286,0,279.96881834296,1.68027643978663,3.29866737592223,0.26,1,1,1,1,1,1,1,1,1
"60",-895000,7278873.85714286,0,280.384203307536,1.67668626710226,3.63516266796648,0.22,1,1,1,1,1,1,1,1,1
"61",-805000,7278873.85714286,0,280.8089566028,1.69803168052292,3.2037648654253,0.24,1,1,1,1,1,1,1,1,1
"62",-715000,7278873.85714286,0,281.231401002205,1.69561365486767,5.17028712546123,0.32,1,1,1,1,1,1,1,1,1
"63",-625000,7278873.85714286,0,281.665634758242,1.61889367312768,9.81686320952668,0.24,1,1,1,1,1,1,1,1,1
"64",-535000,7278873.85714286,0,282.079605430403,1.56122483692558,10.4028248235763,0.32,1,1,1,1,1,1,1,1,1
"65",-445000,7278873.85714286,0,282.371579720966,1.5628810299775,5.48193754441812,0.2,1,1,1,1,1,1,1,1,1
"66",-355000,7278873.85714286,0,282.633402699509,1.54523872570845,2.70362928059802,0.4,1,1,1,1,1,1,1,1,1
"67",-265000,7278873.85714286,0,282.843491227863,1.52600580475407,2.93115337170382,0.34,1,1,1,1,1,1,1,1,1
"68",-175000,7278873.85714286,0,283.066604575725,1.52229741688905,3.53341769181713,0.34,1,1,1,1,1,1,1,1,1
"69",-85000,7278873.85714286,0,283.304511795711,1.52880481841623,6.86230625966864,0.34,1,1,1,1,1,1,1,1,1
"70",5000,7278873.85714286,0,283.412060357468,1.52935530307442,6.02368530115233,0.34,1,1,1,1,1,1,1,1,1
"71",95000,7278873.85714286,0,283.490984824873,1.53436151241432,5.83582583943248,0.3,1,1,1,1,1,1,1,1,1
"72",185000,7278873.85714286,0,283.48363002766,1.53565885654496,5.36629620774392,0.28,1,1,1,1,1,1,1,1,1
"73",275000,7278873.85714286,0,283.551260985217,1.52493429748533,5.18143506275019,0.42,1,1,1,1,1,1,1,1,1
"74",365000,7278873.85714286,0,283.686503598746,1.54427524307533,6.09913358353867,0.3,1,1,1,1,1,1,1,1,1
"75",455000,7278873.85714286,0,283.720246087749,1.58763146993916,2.93757961695517,0.38,1,1,1,1,1,1,1,1,1
"76",545000,7278873.85714286,0,283.677534619029,1.63872238247355,4.73681552347253,0.38,1,1,1,1,1,1,1,1,1
"77",635000,7278873.85714286,0,283.716089536866,1.64897880162609,5.62923800987324,0.5,1,1,1,1,1,1,1,1,1
"78",725000,7278873.85714286,0,283.826138180805,1.73583185171864,8.25732553660856,0.52,1,1,1,1,1,1,1,1,1
"79",815000,7278873.85714286,0,283.809888199201,2.22475366252952,10.1665042707233,0.6,1,1,1,1,1,1,1,1,1
"80",905000,7278873.85714286,0.0089353273429102,283.516656199043,2.43598207526601,7.9573902566472,0.46,1,1,1,1,1,1,1,1,1
"81",995000,7278873.85714286,0.0536524367698638,283.059719822077,2.6297169204504,7.50551586375036,0.46,1,1,1,1,1,1,1,1,1
"82",1085000,7278873.85714286,0,283.245003574176,2.23272635327704,4.0134070624911,0.48,1,1,1,1,1,1,1,1,1
"83",1175000,7278873.85714286,0,283.347384367855,1.94191048986332,3.25870471669677,0.22,1,1,1,1,1,1,1,1,1
