"","x","y","land_perc","temp","phyto","velo","diversity","active","upper","lower","right","left","upper_left","upper_right","lower_left","lower_right"
"278",-1525000,6541786.71428571,0,283.721087824986,1.80921292783841,11.3620082251281,0.5,1,1,1,1,1,1,1,1,1
"279",-1435000,6541786.71428571,0,283.303358526986,1.77614434259583,9.5950596185665,0.48,1,1,1,1,1,1,1,1,1
"280",-1345000,6541786.71428571,0,282.566218673767,1.71040245298379,8.82257212223761,0.4,1,1,1,1,1,1,1,1,1
"281",-1255000,6541786.71428571,0,282.215829350014,1.63122972020747,7.85017202527364,0.28,1,1,1,1,1,1,1,1,1
"282",-1165000,6541786.71428571,0,282.010259073413,1.62065673985807,5.58651590527607,0.24,1,1,1,1,1,1,1,1,1
"283",-1075000,6541786.71428571,0,281.977201540672,1.56709779725698,4.53537831205329,0.14,1,1,1,1,1,1,1,1,1
"284",-985000,6541786.71428571,0,282.112286765368,1.5326325339189,5.60358379016337,0.24,1,1,1,1,1,1,1,1,1
"285",-895000,6541786.71428571,0,282.279497928997,1.5184077196462,5.1946807624277,0.22,1,1,1,1,1,1,1,1,1
"286",-805000,6541786.71428571,0,282.481127010721,1.51204485987343,6.27271759954949,0.18,1,1,1,1,1,1,1,1,1
"287",-715000,6541786.71428571,0,282.683472808378,1.50250773857853,5.75082153493427,0.26,1,1,1,1,1,1,1,1,1
"288",-625000,6541786.71428571,0,282.917311364833,1.49973833670289,4.69554419279681,0.3,1,1,1,1,1,1,1,1,1
"289",-535000,6541786.71428571,0,283.348869033889,1.51413224175604,7.45807219294706,0.32,1,1,1,1,1,1,1,1,1
"290",-445000,6541786.71428571,0,284.135778535969,1.50811194583519,11.1146698616383,0.38,1,1,1,1,1,1,1,1,1
"291",-355000,6541786.71428571,0,284.296407585443,1.52897874975638,8.74487572823853,0.32,1,1,1,1,1,1,1,1,1
"292",-265000,6541786.71428571,0,284.331049375188,1.55237905826028,7.30585900219178,0.4,1,1,1,1,1,1,1,1,1
"293",-175000,6541786.71428571,0,284.854301191312,1.55720409902302,14.9885774892807,0.28,1,1,1,1,1,1,1,1,1
"294",-85000,6541786.71428571,0,285.120531271375,1.59574524400358,6.07953157866012,0.16,1,1,1,1,1,1,1,1,1
"295",5000,6541786.71428571,0,285.348516283578,1.59750011397052,4.23379740319426,0.16,1,1,1,1,1,1,1,1,1
"296",95000,6541786.71428571,0,285.558482040463,1.61544386073069,3.0982633785851,0.44,1,1,1,1,1,1,1,1,1
"297",185000,6541786.71428571,0,285.711702463103,1.61980305637415,5.99138635983178,0.66,1,1,1,1,1,1,1,1,1
"298",275000,6541786.71428571,0,285.824069345151,1.6237585086325,6.20507572274939,0.7,1,1,1,1,1,1,1,1,1
"299",365000,6541786.71428571,0,285.747695830528,1.7280953440608,4.12215620901707,0.64,1,1,1,1,1,1,1,1,1
"300",455000,6541786.71428571,0,285.618494283326,1.90159252654965,2.56170460008269,0.62,1,1,1,1,1,1,1,1,1
"301",545000,6541786.71428571,0,285.631894061012,2.20857449647037,3.04602351718153,0.18,1,1,1,1,1,1,1,1,1
"302",635000,6541786.71428571,0.104627849375715,285.270241931317,2.67079909203847,2.82286375755591,0.12,1,1,1,0,1,1,1,1,1
"303",725000,6541786.71428571,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"304",815000,6541786.71428571,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"305",905000,6541786.71428571,0.582063746935532,284.70204823968,2.72175077614717,2.42926096916316,0.36,1,1,1,1,0,0,1,1,1
"306",995000,6541786.71428571,0.1051934443966,284.880498391157,2.33149035539854,2.74263129300764,0.28,1,1,1,0,1,1,1,1,1
"307",1085000,6541786.71428571,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"308",1175000,6541786.71428571,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"309",1265000,6541786.71428571,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"310",1355000,6541786.71428571,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"311",1445000,6541786.71428571,1.23518916056191e-06,285.388779555198,3.19946982432911,2.72083021022829,0.22,1,1,1,1,0,1,1,1,0
"312",1535000,6541786.71428571,0.18228667836151,285.535805935964,3.53828447390222,3.34647208724098,0.3,1,1,0,1,1,1,1,1,0
"313",1625000,6541786.71428571,0.572971497963451,285.267962167875,6.23974486004947,3.37241320241004,0.1,1,1,0,0,1,1,0,0,0
"314",1715000,6541786.71428571,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"315",1805000,6541786.71428571,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"316",-2155000,6394369.28571429,0,278.172817620533,2.96537162701753,11.035292379216,0.48,1,1,1,1,0,0,1,0,1
"317",-2065000,6394369.28571429,0,278.428607287937,2.94952178868862,21.5676860872612,0.4,1,1,1,1,1,1,1,1,1
"318",-1975000,6394369.28571429,0,279.780356572159,2.53040082431713,12.6907555626016,0.28,1,1,1,1,1,1,1,1,1
"319",-1885000,6394369.28571429,0,280.822344267889,2.19092065564986,6.48114939956918,0.38,1,1,1,1,1,1,1,1,1
"320",-1795000,6394369.28571429,0,281.544138064611,2.17948377912148,8.15440925717991,0.32,1,1,1,1,1,1,1,1,1
"321",-1705000,6394369.28571429,0,283.072002483535,2.09122261321379,16.089679903594,0.5,1,1,1,1,1,1,1,1,1
"322",-1615000,6394369.28571429,0,284.642290850486,1.97730384017952,11.1060794032858,0.56,1,1,1,1,1,1,1,1,1
"323",-1525000,6394369.28571429,0,285.319613862902,1.8820921815035,11.919788183628,0.56,1,1,1,1,1,1,1,1,1
"324",-1435000,6394369.28571429,0,285.28791564247,1.84580425251411,19.4847757057771,0.48,1,1,1,1,1,1,1,1,1
"325",-1345000,6394369.28571429,0,284.564472334488,1.78525605745306,14.37164697472,0.44,1,1,1,1,1,1,1,1,1
"326",-1255000,6394369.28571429,0,284.169270254049,1.66086868776309,6.19884605800795,0.36,1,1,1,1,1,1,1,1,1
"327",-1165000,6394369.28571429,0,283.890109638744,1.62623642249038,11.9727798961031,0.1,1,1,1,1,1,1,1,1,1
"328",-1075000,6394369.28571429,0,283.641289255642,1.61014633043814,11.1617781577928,0.14,1,1,1,1,1,1,1,1,1
"329",-985000,6394369.28571429,0,283.753358392343,1.58072177804315,8.33701516750589,0.18,1,1,1,1,1,1,1,1,1
"330",-895000,6394369.28571429,0,283.898875544615,1.53125121823351,6.88061908620033,0.2,1,1,1,1,1,1,1,1,1
"331",-805000,6394369.28571429,0,284.054522335908,1.50405808694727,10.5845438176758,0.2,1,1,1,1,1,1,1,1,1
"332",-715000,6394369.28571429,0,284.228979340905,1.49158742452837,11.5345766169558,0.24,1,1,1,1,1,1,1,1,1
"333",-625000,6394369.28571429,0,284.417030067445,1.49645111147504,12.0684863912051,0.34,1,1,1,1,1,1,1,1,1
"334",-535000,6394369.28571429,0,284.654254286249,1.52147555470484,9.94760295572602,0.4,1,1,1,1,1,1,1,1,1
"335",-445000,6394369.28571429,0,284.920130943837,1.5271977519815,9.84533713205466,0.32,1,1,1,1,1,1,1,1,1
"336",-355000,6394369.28571429,0,284.888002908323,1.54210295551114,8.51175715053758,0.3,1,1,1,1,1,1,1,1,1
"337",-265000,6394369.28571429,0,284.960879828658,1.57771775986526,10.5671741338525,0.28,1,1,1,1,1,1,1,1,1
"338",-175000,6394369.28571429,0,285.370246438828,1.59471204576941,7.98453874706355,0.4,1,1,1,1,1,1,1,1,1
"339",-85000,6394369.28571429,0,285.5811118542,1.59940476014279,7.85592419443528,0.28,1,1,1,1,1,1,1,1,1
"340",5000,6394369.28571429,0,285.720459197107,1.58615096664,8.02139863499881,0.36,1,1,1,1,1,1,1,1,1
"341",95000,6394369.28571429,0,286.076008543743,1.59469442763393,6.59940804806394,0.62,1,1,1,1,1,1,1,1,1
"342",185000,6394369.28571429,0,286.19525505789,1.61404595711899,4.00478903287857,0.6,1,1,1,1,1,1,1,1,1
"343",275000,6394369.28571429,0,286.156356229662,1.64539688270614,3.91959250246228,0.62,1,1,1,1,1,1,1,1,1
"344",365000,6394369.28571429,0,285.993037189261,1.8790200029377,3.72994587924027,0.58,1,1,1,1,1,1,1,1,1
"345",455000,6394369.28571429,0,286.080570050393,2.04394638869091,2.92030269094383,0.5,1,1,1,1,1,1,1,1,1
"346",545000,6394369.28571429,0,286.159503009342,2.14282402403023,2.56868614933388,0.58,1,1,1,1,1,1,1,1,1
"347",635000,6394369.28571429,0.0918437648931296,285.551567566764,2.33517398830134,2.33939773499808,0.5,1,1,1,1,1,1,0,1,1
"348",725000,6394369.28571429,0.682001925140053,285.416408126172,2.37246754037865,1.9293722448326,0.42,1,0,1,1,1,1,0,1,1
"349",815000,6394369.28571429,0.338647568451041,285.625888735603,2.52301460818147,2.72355124456747,0.36,1,0,1,1,1,0,1,1,1
"350",905000,6394369.28571429,0.029289157891829,285.650792246702,1.8558093187927,2.19534799935869,0.58,1,1,1,1,1,0,1,1,1
"351",995000,6394369.28571429,0.114793136109155,285.72309452537,1.6190231935972,1.86870544443487,0.52,1,1,1,1,1,1,0,1,1
"352",1085000,6394369.28571429,0.589953530330104,285.575373529463,4.35642510522873,1.97616951749508,0.28,1,0,1,1,1,1,0,1,1
"353",1175000,6394369.28571429,0.737673029186896,285.730604126172,3.37976530295908,1.32451241898523,0.08,1,0,1,1,1,0,0,1,1
"354",1265000,6394369.28571429,0.621744049597934,285.85951443874,1.92214687997329,2.38624580673755,0.42,1,0,1,1,1,0,0,1,1
"355",1355000,6394369.28571429,0.397205587324403,285.891946727532,1.90483647336657,2.39960370238918,0.28,1,0,1,1,1,0,1,1,0
"356",1445000,6394369.28571429,0.126230496903015,285.877927810345,3.79133625407483,3.54626169161206,0.18,1,1,0,0,1,0,1,1,0
"357",1535000,6394369.28571429,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"358",1625000,6394369.28571429,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"359",1715000,6394369.28571429,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"360",1805000,6394369.28571429,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"361",-2155000,6246951.85714286,0,279.412897226327,2.42967750709473,3.47617107218745,0.24,1,1,1,1,0,0,1,0,1
"362",-2065000,6246951.85714286,0,278.52423534547,3.03500231762076,12.3333939893934,0.22,1,1,1,1,1,1,1,1,1
"363",-1975000,6246951.85714286,0,278.834988654561,3.17621020251663,18.3253179581362,0.24,1,1,1,1,1,1,1,1,1
"364",-1885000,6246951.85714286,0,280.195484161927,2.75813293920425,8.22952931932226,0.24,1,1,1,1,1,1,1,1,1
"365",-1795000,6246951.85714286,0,280.712035265692,2.54149608043981,6.78465284596498,0.18,1,1,1,1,1,1,1,1,1
"366",-1705000,6246951.85714286,0,282.092905800292,2.46007734562087,10.051472494853,0.28,1,1,1,1,1,1,1,1,1
"367",-1615000,6246951.85714286,0,284.916571438454,2.07744029332398,21.9824373729224,0.5,1,1,1,1,1,1,1,1,1
"368",-1525000,6246951.85714286,0,286.651675195107,1.87946600150748,14.468921586323,0.5,1,1,1,1,1,1,1,1,1
"369",-1435000,6246951.85714286,0,286.788234769961,1.84634631245983,11.9668689737239,0.44,1,1,1,1,1,1,1,1,1
"370",-1345000,6246951.85714286,0,286.14138905259,1.81605592197207,19.4748508077906,0.24,1,1,1,1,1,1,1,1,1
"371",-1255000,6246951.85714286,0,285.886239667216,1.68769783360886,15.8936295853029,0.46,1,1,1,1,1,1,1,1,1
"372",-1165000,6246951.85714286,0,285.814792439572,1.60982041720981,16.564229910143,0.26,1,1,1,1,1,1,1,1,1
"373",-1075000,6246951.85714286,0,285.499998943703,1.56385104846909,15.8729881077909,0.28,1,1,1,1,1,1,1,1,1
"374",-985000,6246951.85714286,0,285.415146736868,1.54496519238209,11.4624420287034,0.36,1,1,1,1,1,1,1,1,1
"375",-895000,6246951.85714286,0,285.413263125425,1.53220351918161,10.562821855725,0.38,1,1,1,1,1,1,1,1,1
"376",-805000,6246951.85714286,0,285.241055458706,1.50848422230334,12.0487068570017,0.42,1,1,1,1,1,1,1,1,1
"377",-715000,6246951.85714286,0,285.351641924799,1.47429199874327,8.22753849929548,0.46,1,1,1,1,1,1,1,1,1
"378",-625000,6246951.85714286,0,285.590387780799,1.47048115033644,6.70861774950536,0.44,1,1,1,1,1,1,1,1,1
"379",-535000,6246951.85714286,0,285.585209168205,1.51184232170461,8.56674908971117,0.4,1,1,1,1,1,1,1,1,1
"380",-445000,6246951.85714286,0,285.655035213396,1.53158699737869,4.52406881107952,0.4,1,1,1,1,1,1,1,1,1
"381",-355000,6246951.85714286,0,285.813228243784,1.52057696657071,7.58720346584604,0.44,1,1,1,1,1,1,1,1,1
"382",-265000,6246951.85714286,0,285.941802754739,1.52566605279637,5.81165380429512,0.52,1,1,1,1,1,1,1,1,1
"383",-175000,6246951.85714286,0,286.031787593367,1.58580096036099,6.86674082106906,0.44,1,1,1,1,1,1,1,1,1
"384",-85000,6246951.85714286,0,286.185755152449,1.603309439089,10.234545861187,0.44,1,1,1,1,1,1,1,1,1
"385",5000,6246951.85714286,0,286.332855190292,1.57143764839098,8.81190500081887,0.5,1,1,1,1,1,1,1,1,1
"386",95000,6246951.85714286,0,286.546606154466,1.63156701533395,9.15498258418611,0.56,1,1,1,1,1,1,1,1,1
"387",185000,6246951.85714286,0,286.573853280187,1.6689288524649,6.56647406697314,0.44,1,1,1,1,1,1,1,1,1
"388",275000,6246951.85714286,0,286.541952070889,1.68904620617039,6.93064017022394,0.52,1,1,1,1,1,1,1,1,1
"389",365000,6246951.85714286,0,286.547612460298,1.76041268139502,5.50127210823485,0.6,1,1,1,1,1,1,1,1,1
"390",455000,6246951.85714286,0,286.592832966453,1.86083750111814,3.47597262553773,0.58,1,1,1,1,1,1,1,1,1
"391",545000,6246951.85714286,0,286.67330180372,1.99501962926254,2.81527237637684,0.66,1,1,1,1,1,1,1,1,1
"392",635000,6246951.85714286,0,286.504377946225,2.10843612553391,2.25842674351894,0.64,1,1,1,1,1,1,1,1,1
"393",725000,6246951.85714286,0,286.145413789874,1.79332309800823,2.52280834529248,0.58,1,1,1,1,1,1,1,1,1
"394",815000,6246951.85714286,0,286.220865812091,1.49562453454938,1.88470445655851,0.5,1,1,1,1,1,1,1,1,1
"395",905000,6246951.85714286,0,286.282236264377,1.24056559768848,1.31893364320643,0.72,1,1,1,1,1,1,1,1,1
"396",995000,6246951.85714286,0.0618639151181282,286.096606018447,1.19878123544658,1.77800605214073,0.6,1,1,1,1,1,1,1,1,1
"397",1085000,6246951.85714286,0.212417537949493,286.242216547452,1.34364268876492,1.97287909736948,0.7,1,1,1,1,1,1,1,1,1
"398",1175000,6246951.85714286,0.0246401035111797,286.163058456036,1.10946502055182,1.87826963984353,0.68,1,1,1,1,1,1,1,1,0
"399",1265000,6246951.85714286,0.0845854235265707,286.185845958164,1.1732715609086,1.91848154589586,0.48,1,1,0,1,1,1,1,1,0
"400",1355000,6246951.85714286,0.52658156812324,286.120950114286,1.53624833476322,1.37434075655558,0.1,1,1,0,0,1,1,1,0,0
"401",1445000,6246951.85714286,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"402",1535000,6246951.85714286,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"403",1625000,6246951.85714286,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"404",1715000,6246951.85714286,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"405",1805000,6246951.85714286,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"406",-2155000,6099534.42857143,0,279.946246751068,2.77389507135916,13.5067308351619,0.26,1,1,1,1,0,0,1,0,1
"407",-2065000,6099534.42857143,0,279.892198014412,3.01261501921209,16.5376750406089,0.26,1,1,1,1,1,1,1,1,1
"408",-1975000,6099534.42857143,0,281.021689687124,2.82754417070814,8.74634275198703,0.32,1,1,1,1,1,1,1,1,1
"409",-1885000,6099534.42857143,0,281.871006906429,2.50154786854339,5.3656345226373,0.36,1,1,1,1,1,1,1,1,1
"410",-1795000,6099534.42857143,0,282.101199202556,2.42101866015795,7.14263321160196,0.44,1,1,1,1,1,1,1,1,1
"411",-1705000,6099534.42857143,0,283.484738747853,2.43549792410707,10.4315862293715,0.54,1,1,1,1,1,1,1,1,1
"412",-1615000,6099534.42857143,0,286.002704296057,2.06509841432172,16.8001233798052,0.68,1,1,1,1,1,1,1,1,1
"413",-1525000,6099534.42857143,0,287.459018873718,1.96310024001668,16.2503043606965,0.54,1,1,1,1,1,1,1,1,1
"414",-1435000,6099534.42857143,0,287.854808632802,1.87413504255903,11.9001238123732,0.58,1,1,1,1,1,1,1,1,1
"415",-1345000,6099534.42857143,0,287.522917957072,1.81277711405053,12.6917980060359,0.54,1,1,1,1,1,1,1,1,1
"416",-1255000,6099534.42857143,0,287.16467363093,1.75090878467864,8.25096523623141,0.48,1,1,1,1,1,1,1,1,1
"417",-1165000,6099534.42857143,0,286.872603324837,1.63847851161891,5.65504440268138,0.44,1,1,1,1,1,1,1,1,1
"418",-1075000,6099534.42857143,0,286.656589979957,1.57214923556118,12.4402775017541,0.38,1,1,1,1,1,1,1,1,1
"419",-985000,6099534.42857143,0,286.504947617469,1.55338170733848,9.69736203214045,0.4,1,1,1,1,1,1,1,1,1
"420",-895000,6099534.42857143,0,286.505470803778,1.53083038212371,9.82879173602755,0.52,1,1,1,1,1,1,1,1,1
"421",-805000,6099534.42857143,0,286.470483322395,1.51223509094893,7.25678352652823,0.46,1,1,1,1,1,1,1,1,1
"422",-715000,6099534.42857143,0,286.501581353205,1.47076673704509,6.41414937270359,0.44,1,1,1,1,1,1,1,1,1
"423",-625000,6099534.42857143,0,286.583022556225,1.44192790896701,6.13835631991524,0.48,1,1,1,1,1,1,1,1,1
"424",-535000,6099534.42857143,0,286.519719697464,1.46069913246932,7.52076597075658,0.46,1,1,1,1,1,1,1,1,1
"425",-445000,6099534.42857143,0,286.461304741307,1.49460394495186,7.98077466237962,0.46,1,1,1,1,1,1,1,1,1
"426",-355000,6099534.42857143,0,286.518431679667,1.51216331468051,5.22048934843365,0.46,1,1,1,1,1,1,1,1,1
"427",-265000,6099534.42857143,0,286.638967166183,1.52911408867462,4.80081997363339,0.48,1,1,1,1,1,1,1,1,1
"428",-175000,6099534.42857143,0,286.734830938551,1.55549649741952,5.62414247401715,0.5,1,1,1,1,1,1,1,1,1
"429",-85000,6099534.42857143,0,286.79089682722,1.5970165436084,4.07611528468662,0.52,1,1,1,1,1,1,1,1,1
"430",5000,6099534.42857143,0,286.851404561884,1.61001259647623,6.54355654767211,0.54,1,1,1,1,1,1,1,1,1
"431",95000,6099534.42857143,0,286.990776232214,1.65022593360891,5.0424756898994,0.54,1,1,1,1,1,1,1,1,1
"432",185000,6099534.42857143,0,287.065893568446,1.66964223218311,2.89665069957472,0.5,1,1,1,1,1,1,1,1,1
"433",275000,6099534.42857143,0,287.069243267634,1.67782955156962,4.95539716528303,0.44,1,1,1,1,1,1,1,1,1
"434",365000,6099534.42857143,0,287.026188860436,1.71801795899868,3.63414403046102,0.5,1,1,1,1,1,1,1,1,1
"435",455000,6099534.42857143,0,287.060858884363,1.79779989756436,2.40529798316673,0.62,1,1,1,1,1,1,1,1,1
"436",545000,6099534.42857143,0,287.081376941026,1.85769980632961,3.17180893836394,0.6,1,1,1,1,1,1,1,1,1
"437",635000,6099534.42857143,0,286.946036714497,2.01618661706996,2.42552800660826,0.74,1,1,1,1,1,1,1,1,1
"438",725000,6099534.42857143,0,286.802411031431,1.9882104411829,1.53401650518171,0.6,1,1,1,1,1,1,1,1,1
"439",815000,6099534.42857143,0,286.861972520453,1.75380005314575,1.35898966945351,0.66,1,1,1,1,1,1,1,1,1
"440",905000,6099534.42857143,0,286.899155184205,1.44145602363874,1.06987727943559,0.66,1,1,1,1,1,1,1,1,1
"441",995000,6099534.42857143,0,286.873836316481,1.17138797493236,1.01779978885887,0.58,1,1,1,1,1,1,1,1,1
"442",1085000,6099534.42857143,0.0660831153241326,286.357678973905,1.19480772209864,1,0.82,1,1,1,1,1,1,1,1,1
"443",1175000,6099534.42857143,0.692088126016267,286.423665490715,1.6933588348348,1.29576464264404,0.5,1,1,1,0,1,1,1,1,1
"444",1265000,6099534.42857143,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"445",1355000,6099534.42857143,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"446",1445000,6099534.42857143,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"447",1535000,6099534.42857143,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"448",1625000,6099534.42857143,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"449",1715000,6099534.42857143,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"450",1805000,6099534.42857143,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"451",-2155000,5952117,0,283.013120979052,2.35464007169872,16.1434540542655,0.4,1,1,1,1,0,0,1,0,1
"452",-2065000,5952117,0,284.382811512049,2.06919822450807,17.2698231099969,0.54,1,1,1,1,1,1,1,1,1
"453",-1975000,5952117,0,284.779628484841,2.0994626425463,14.1207798545018,0.68,1,1,1,1,1,1,1,1,1
"454",-1885000,5952117,0,285.958544929228,2.0472334505063,17.1477245379793,0.56,1,1,1,1,1,1,1,1,1
"455",-1795000,5952117,0,287.376373476809,1.91783644408172,24.4595405114363,0.58,1,1,1,1,1,1,1,1,1
"456",-1705000,5952117,0,288.168164660938,1.92146592644118,29.0778290396442,0.58,1,1,1,1,1,1,1,1,1
"457",-1615000,5952117,0,288.501086214942,1.90835637378302,23.9084412790722,0.38,1,1,1,1,1,1,1,1,1
"458",-1525000,5952117,0,288.809555414327,1.83829281595766,14.6374043524928,0.42,1,1,1,1,1,1,1,1,1
"459",-1435000,5952117,0,288.90595605408,1.72405498323,9.10243817384185,0.48,1,1,1,1,1,1,1,1,1
"460",-1345000,5952117,0,288.502577646338,1.70736718834571,13.3352237848292,0.38,1,1,1,1,1,1,1,1,1
"461",-1255000,5952117,0,287.973394548853,1.67829373218222,6.18833604057409,0.44,1,1,1,1,1,1,1,1,1
"462",-1165000,5952117,0,287.675087884268,1.60199098217965,4.68627780830273,0.42,1,1,1,1,1,1,1,1,1
"463",-1075000,5952117,0,287.572978656595,1.5560184435323,8.67974913017028,0.46,1,1,1,1,1,1,1,1,1
"464",-985000,5952117,0,287.498997159582,1.54616876054795,8.65502863871975,0.38,1,1,1,1,1,1,1,1,1
"465",-895000,5952117,0,287.485678169687,1.52408386646639,6.55114936432279,0.42,1,1,1,1,1,1,1,1,1
"466",-805000,5952117,0,287.535503025861,1.48934738916222,9.92312712074985,0.44,1,1,1,1,1,1,1,1,1
"467",-715000,5952117,0,287.451478163836,1.42706024570596,9.06606966378814,0.5,1,1,1,1,1,1,1,1,1
"468",-625000,5952117,0,287.421616129655,1.38126929662195,6.48971774545307,0.5,1,1,1,1,1,1,1,1,1
"469",-535000,5952117,0,287.434479020053,1.4133566300458,5.02692542187014,0.44,1,1,1,1,1,1,1,1,1
"470",-445000,5952117,0,287.392464905097,1.45276821567763,5.89241000239951,0.46,1,1,1,1,1,1,1,1,1
"471",-355000,5952117,0,287.358393476246,1.51422455269795,7.71451966860797,0.44,1,1,1,1,1,1,1,1,1
"472",-265000,5952117,0,287.349214090139,1.51466700228989,7.53094347963134,0.5,1,1,1,1,1,1,1,1,1
"473",-175000,5952117,0,287.416883404461,1.54289573780006,6.85103065442107,0.48,1,1,1,1,1,1,1,1,1
"474",-85000,5952117,0,287.477839637767,1.59944243405579,5.68446344187623,0.54,1,1,1,1,1,1,1,1,1
"475",5000,5952117,0,287.476084973023,1.61268362033448,4.88458405602768,0.58,1,1,1,1,1,1,1,1,1
"476",95000,5952117,0,287.507311285982,1.64273943279214,6.39489144895527,0.56,1,1,1,1,1,1,1,1,1
"477",185000,5952117,0,287.56311622026,1.68161337893851,5.26039252200294,0.64,1,1,1,1,1,1,1,1,1
"478",275000,5952117,0,287.607063836087,1.71451559485933,4.93704412365105,0.58,1,1,1,1,1,1,1,1,1
"479",365000,5952117,0,287.537780059992,1.73193217714279,4.48180136310875,0.54,1,1,1,1,1,1,1,1,1
"480",455000,5952117,0,287.486248768798,1.72281571246413,3.02732375130728,0.54,1,1,1,1,1,1,1,1,1
"481",545000,5952117,0,287.569920974995,1.72857979518794,1.80643001519395,0.68,1,1,1,1,1,1,1,1,1
"482",635000,5952117,0,287.606048958676,1.78600933800183,2.2463265499023,0.74,1,1,1,1,1,1,1,1,1
"483",725000,5952117,0,287.574828948817,1.94809230920503,2.53801836445547,0.7,1,1,1,1,1,1,1,1,1
"484",815000,5952117,0,287.557068008265,2.00262927425309,2.06783506733006,0.64,1,1,1,1,1,1,1,1,1
"485",905000,5952117,0,287.530541841183,1.91989973695868,1.53194491327145,0.8,1,1,1,1,1,1,1,1,1
"486",995000,5952117,0,287.532216456607,1.67961675527238,1.48311007505035,0.86,1,1,1,1,1,1,1,1,1
"487",1085000,5952117,0,287.571241373057,1.41787730048186,1.76969334290278,0.76,1,1,1,1,1,1,1,1,1
"488",1175000,5952117,0.000460249799750641,287.84497794346,1.51096290442097,1.06394398688325,0.56,1,1,1,1,1,1,0,1,1
"489",1265000,5952117,0.0486123669662977,287.832135521467,2.62648516880299,1.13281715191893,0.2,1,0,1,1,1,1,0,1,1
"490",1355000,5952117,0.514328158768862,287.800895834937,3.00818346141941,1.29954885448915,0.12,1,0,1,0,1,0,0,1,1
"491",1445000,5952117,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"492",1535000,5952117,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"493",1625000,5952117,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"494",1715000,5952117,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"495",1805000,5952117,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"496",-2155000,5804699.57142857,0,287.268143562274,1.86853158544762,18.9204506091801,0.72,1,1,1,1,0,0,1,0,1
"497",-2065000,5804699.57142857,0,288.874290823256,1.76754821663585,15.6100783049432,0.88,1,1,1,1,1,1,1,1,1
"498",-1975000,5804699.57142857,0,289.199905912468,1.78213352240494,16.7188887042602,0.96,1,1,1,1,1,1,1,1,1
"499",-1885000,5804699.57142857,0,289.437109546669,1.74712422932242,9.52599901971537,0.98,1,1,1,1,1,1,1,1,1
"500",-1795000,5804699.57142857,0,289.909490121706,1.56831004097204,11.4082540151724,0.9,1,1,1,1,1,1,1,1,1
"501",-1705000,5804699.57142857,0,290.105273384173,1.51995364415447,12.3069574383672,0.66,1,1,1,1,1,1,1,1,1
"502",-1615000,5804699.57142857,0,289.935953054,1.55572558631034,6.23087895193081,0.38,1,1,1,1,1,1,1,1,1
"503",-1525000,5804699.57142857,0,289.607469242351,1.57040929317742,5.58363214699527,0.48,1,1,1,1,1,1,1,1,1
"504",-1435000,5804699.57142857,0,289.304755289794,1.55721526955977,5.54489499340179,0.52,1,1,1,1,1,1,1,1,1
"505",-1345000,5804699.57142857,0,289.005306608875,1.56181900482965,6.92515683950075,0.42,1,1,1,1,1,1,1,1,1
"506",-1255000,5804699.57142857,0,288.725694738759,1.53314256067157,6.03433363106409,0.46,1,1,1,1,1,1,1,1,1
"507",-1165000,5804699.57142857,0,288.569911454551,1.45832047238682,7.85572734731937,0.32,1,1,1,1,1,1,1,1,1
"508",-1075000,5804699.57142857,0,288.493908878222,1.46006024446849,7.81881543097361,0.38,1,1,1,1,1,1,1,1,1
