"","Longitude","Latitude","60","580","650","670","800","1200","1260","1320","1440","1720","1840","1910","1940","1960","1970","2000","2001","2010","2020","2030","2070","2730","2890","3100","3131","3160","3190","3200","3210","3250","3255","3260","3270","3290","3320","3330","3370","3390","3430","3520","3600","3640","3680","3730","3750","3870","3900","3930","3940","3950","4050","4060","4090","4120","4160","4171","4200","4230","4280","4440","4520","4560","4610","4650","4740","4770","4880","4881","4900","4930","4950","4980","5010","5060","5110","5130","5190","5290","5460","5520","5600","5630","5750","5810","5870","5930","5970","5980","6010","6040","6080","6100","6110","6120","6130","6140","6170","6190","6220","6240","6280","6290","6310","6360","6370","6380","6390","6410","6480","6630","6670","6710","6730","6740","6760","6770","6810","6830","6840","6870","6882","7030","7040","7050","7180","7270","7290","7310","7360","7510","7550","7610","7660","22860","10","1210","1350","1410","1670","2111","2140","2210","2260","2630","2930","2950","2960","3120","3340","3350","3400","3420","3460","3560","3732","3780","3790","3810","3850","3920","3960","3975","4010","4022","4040","4070","4110","4130","4140","4172","4180","4210","4250","4270","4290","4300","4310","4320","4402","4410","4451","4470","4480","4530","4540","4550","4570","4580","4590","4600","4620","4640","4690","4691","4710","4720","4780","4813","4820","4860","4865","4870","4910","4920","4960","4970","5011","5040","5050","5080","5100","5120","5140","5180","5210","5300","5330","5400","5620","5650","5690","5700","5730","5738","5760","5780","5790","5800","5880","5900","5910","5920","5940","5960","6000","6070","6090","6150","6200","6270","6292","6320","6330","6340","6430","6440","6510","6520","6560","6640","6650","6880","6900","7070","7080","7110","7120","7130","7150","7170","7190","7210","7250","7260","7280","7300","7331","7340","7370","7380","7430","7460","7490","7520","7540","7590","7670","7680","740","1770","2190","4430","5070","6160","6580","11","230","490","530","540","630","640","690","770","1290","1370","1390","1870","2035","2060","2240","2250","2300","2580","2640","2870","2882","2920","2940","2971","3090","3091","3095","3280","3310","3490","3550","3650","3970","3990","4000","4030","4080","4123","4330","4335","4340","4360","4447","4641","4660","4679","4680","4689","4750","4760","4810","4812","4840","5000","5170","5310","5420","5540","5671","5739","5740","5830","5850","5911","5990","6291","6450","6460","6690","6800","6850","7010","7020","7100","7221","7330","7350","7410","7420","7480","7530","7580","7630","8110","1250","1400","1420","1430","1460","1490","1500","1900","2120","2610","2810","2970","3089","3451","3480","3660","4021","5150","5220","5260","5380","5390","6050","6970","7353","7560","470","510","2280","4020","4661","4670","4940","5840","5950","6540","6550","6570","6590","6620","6860","7222","1782","2110","5500","1180","1280","1340","1830","1860","1880","1980","1990","2080","2180","3140","3440","3620","3824","4450","4790","4932","6230","10210","51830","40","590","1510","1810","3333","5212","5986","6680","6750","1310","3880","5470","6883","7240","2881","5012","3070","1780","1861","1945","5135","6121","70","1590","3000","3570","3720","4630","5580","5670","6260","6600","6610","6790","7400","1330","534","2980","3875","5610","6420","6500","6700","6720","6780","1300","2490","3050","3080","3670","5480","5491","6470","7352","1470","1512","1520","1530","3700","4240","5450","5677","5680","7000","2860","20","30","5871","3450","634","700","4205","4295","6300","1230","4642","5660","50","1331","2160","2780","2800","3110","3130","3180","3201","3410","3826","3840","4100","4190","4390","4461","4490","4830","4955","5030","5031","5860","5935","6122","6660","7060","7315","7320","7621","290","440","2973","4220","4882","6685","7351","5195"
"1",-87.5381089,32.4128107,2,0,0,0,0,0,0,0,0,65,0,0,4,31,0,0,1,1,0,0,0,7,2,0,0,96,0,0,0,15,0,5,0,0,0,0,1,0,0,1,0,0,0,0,0,7,0,0,0,0,1,3,25,0,0,0,0,5,1,4,3,1,5,3,0,31,8,0,1,0,10,4,42,10,5,0,0,0,0,0,0,0,0,0,28,75,22,46,1,10,0,5,4,0,7,0,3,0,2,7,3,0,20,0,1,0,0,0,0,1,0,13,1,0,0,0,4,13,2,0,0,71,0,4,39,0,0,9,5,4,12,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2",-87.6024375,30.370222,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,1,3,0,0,19,2,0,0,3,0,2,0,0,0,0,4,1,0,0,0,0,0,0,0,1,0,0,5,0,0,2,9,0,0,0,1,4,0,3,7,0,0,0,0,40,21,12,11,23,1,0,1,1,69,0,7,0,0,0,0,0,0,0,24,58,14,9,0,0,0,0,17,0,21,0,0,0,1,0,3,0,17,0,0,0,0,0,0,0,0,1,1,0,0,0,2,4,0,0,7,46,0,8,21,0,0,4,7,6,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3",-88.3854517,30.4866365,0,15,0,0,5,0,0,0,1,70,0,0,0,10,0,0,20,0,0,0,0,0,3,0,0,27,2,0,0,2,0,0,0,0,0,1,2,0,1,1,0,0,0,0,0,3,0,0,2,0,0,0,18,1,1,0,1,7,0,0,2,0,0,0,0,44,0,0,26,7,0,8,3,0,54,0,6,0,0,0,0,0,0,0,4,59,1,2,0,0,0,1,8,18,1,0,2,0,1,0,2,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5,63,0,13,18,0,0,13,3,0,0,0,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4",-88.16328,30.25085,0,77,26,8,0,2,63,0,0,0,4,0,5,4,2,1,15,0,0,0,0,0,3,0,0,25,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,2,7,0,0,0,0,5,0,0,1,0,0,0,0,18,0,0,14,4,7,19,1,0,5,8,4,0,0,0,0,0,0,0,2,12,1,1,0,0,0,0,2,7,9,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,3,39,0,4,5,0,0,10,2,1,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5",-86.4457647,33.718519,0,0,0,0,0,1,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,5,5,1,0,24,0,0,0,11,0,0,0,0,0,0,2,5,0,0,0,0,1,0,0,6,0,0,0,0,1,2,14,0,1,0,0,0,0,0,6,7,1,5,0,12,56,0,0,4,6,5,5,2,0,0,3,0,0,0,11,0,0,2,22,42,1,21,0,0,0,3,0,0,23,4,0,0,0,9,5,0,8,0,0,1,0,0,2,0,0,5,1,2,1,1,5,20,4,0,10,46,0,8,22,2,0,27,7,5,13,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6",-85.9323092,34.3086241,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,1,2,46,0,0,0,6,0,0,0,0,0,1,1,2,0,0,2,0,1,0,0,1,0,1,3,0,0,2,11,0,0,0,0,7,1,11,13,9,8,2,0,21,29,0,3,116,6,20,39,10,11,0,5,0,2,0,21,19,0,0,27,32,11,43,0,1,0,3,24,0,19,1,8,0,0,7,2,0,5,0,0,0,0,0,0,1,0,8,2,0,0,5,4,7,2,0,15,35,0,7,32,2,1,17,4,6,3,25,12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7",-85.7511714,33.6076572,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,1,0,2,3,8,1,0,0,0,14,0,0,11,6,0,2,0,6,20,0,0,0,3,0,0,1,0,0,5,0,0,0,6,0,0,0,5,16,7,38,0,0,1,6,0,0,1,0,0,0,0,22,21,4,0,1,1,0,3,0,0,1,2,9,2,1,0,2,6,21,5,0,0,1,0,3,14,3,5,28,21,8,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8",-85.7466579,33.6296357,0,0,0,0,0,0,0,0,2,14,0,0,3,0,0,0,0,0,0,0,0,2,0,1,0,20,0,0,0,3,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,4,0,0,2,0,3,0,18,0,0,0,0,1,0,1,8,16,1,0,0,23,67,0,0,57,4,47,5,2,3,0,4,0,0,0,7,12,0,1,18,54,4,30,0,0,0,5,3,40,34,0,28,0,0,11,3,0,9,0,0,0,2,0,0,1,0,4,1,0,0,0,7,21,1,0,0,37,0,10,22,4,2,33,11,4,10,8,31,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9",-86.1153789,33.8116977,0,0,0,0,0,0,0,0,2,14,0,0,3,3,0,0,0,1,0,0,0,2,0,0,1,25,0,0,0,6,0,5,0,0,0,0,1,5,0,0,0,2,2,1,0,2,0,0,2,0,0,1,21,1,1,4,0,12,1,1,18,11,0,1,0,10,34,0,10,33,1,4,5,5,9,0,10,2,0,0,7,2,0,2,31,63,12,29,0,0,1,7,5,0,21,1,15,0,0,11,4,0,33,0,0,1,1,0,5,2,0,21,2,0,2,1,3,22,5,0,15,38,1,17,18,2,7,40,9,2,14,8,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
