"","x","y","land_perc","temp","prec","grad","fore"
"184",-1994816.33189497,2236866.55441725,1,8.59517025622827,368.044885747641,27.3399110667765,16.2169357359962
"185",-1892410.73412979,2236866.55441725,1,9.25735130405277,259.943927546024,27.7146466506848,0.440248644522329
"186",-1790005.13636461,2236866.55441725,1,9.34206334393027,306.132356567235,25.9225882182611,0.656484645984098
"187",-1687599.53859943,2236866.55441725,1,7.83730359625577,326.991225131248,21.206679930222,0.17511433681101
"188",-1585193.94083425,2236866.55441725,1,6.82522609187771,374.438543703653,23.9629222177848,0.838330022176256
"189",-1482788.34306906,2236866.55441725,1,8.24337918961764,320.712433911697,21.2683572717299,1.17715576915988
"190",-1380382.74530388,2236866.55441725,1,8.74820800413019,350.576955823276,18.8915531866006,1.28237191009724
"191",-1277977.1475387,2236866.55441725,1,5.80032085632064,573.597666834184,36.7230209823868,13.7449309230292
"192",-1175571.54977352,2236866.55441725,1,3.37752993331865,450.980194720404,28.5361960259529,17.8262840239862
"193",-1073165.95200834,2236866.55441725,1,3.68313497023097,371.77610983144,26.3188285056441,12.0303368930195
"194",-970760.354243158,2236866.55441725,1,6.36567428132759,263.432720354547,12.7415974593128,0.260766187353251
"195",-868354.756477977,2236866.55441725,1,6.40491307299326,338.431755879618,16.2187425970201,1.1346792297806
"196",-765949.158712796,2236866.55441725,1,7.0849253851316,373.159913049785,14.1132651241801,3.54098187758722
"197",-663543.560947615,2236866.55441725,1,8.17623246970224,400.120574742885,9.64363176585311,2.36272236417825
"198",-561137.963182434,2236866.55441725,1,8.69202061955018,471.807541198261,8.53827224198831,3.36475692129048
"199",-458732.365417253,2236866.55441725,1,8.7673394502385,529.991427268957,7.52044411259341,0.160114828324158
"200",-356326.767652072,2236866.55441725,1,9.00391276225442,571.408132331965,6.38562446553574,0.783986224344194
"201",-253921.16988689,2236866.55441725,1,8.81480094806018,628.104562666957,5.80855701053354,1.34940573605532
"202",-151515.57212171,2236866.55441725,1,8.77657924328451,674.473086412211,4.16900062812219,1.64795651525592
"203",-49109.9743565284,2236866.55441725,1,8.17244223821178,730.372851711413,4.57783344948283,1.36453808384216
"204",53295.6234086528,2236866.55441725,1,7.86072069444101,789.245705279774,3.34164885136568,0.38859595721283
"205",155701.221173834,2236866.55441725,1,7.92170517987854,861.897571689572,1.83560682949682,1.03997304742126
"206",258106.818939015,2236866.55441725,1,7.72764375515413,923.951955443741,3.25652535723188,2.17278452121746
"207",360512.416704196,2236866.55441725,1,7.92269137928349,954.047459643484,9.20845581264711,19.9727696229215
"208",462918.014469377,2236866.55441725,1,8.09028575444299,955.720642618852,10.2187839382923,25.2973023898235
"209",565323.612234558,2236866.55441725,1,8.33183689925612,930.902513402299,4.55453104405671,5.5436816329902
"210",667729.20999974,2236866.55441725,1,8.60881982540264,911.753319622804,2.67761130925282,4.31043446440783
"211",770134.80776492,2236866.55441725,1,8.96928359336338,966.70305034385,2.1122639292357,12.7902456317812
"212",872540.405530102,2236866.55441725,1,8.7870903867605,951.694484106506,3.31732461541218,20.7317844179874
"213",974946.003295283,2236866.55441725,1,8.95110287808853,874.012719890725,2.59625595886422,12.0771084656882
"214",1077351.60106046,2236866.55441725,0.575302347418989,9.32670990842763,864.04971538249,1.32317047267417,8.09265544324183
"215",1179757.19882564,2236866.55441725,0.350527647810957,10.1709022409514,1068.09375703566,1.88279054461186,9.85575720245168
"216",1282162.79659083,2236866.55441725,0.622296222413549,9.24675532009581,1131.68231690858,4.64050063464764,37.8408687886501
"217",1384568.39435601,2236866.55441725,0.938308010366629,8.11488663945681,1181.79481958908,15.918658262197,95.433682296439
"218",1486973.99212119,2236866.55441725,1,7.96480557256356,1054.32222790629,27.9899380270371,101.151997788764
"219",1589379.58988637,2236866.55441725,1,8.6386288098231,1086.01503789162,26.3615198391491,75.2183862030249
"220",1691785.18765155,2236866.55441725,1,8.53540495611507,1231.93520408076,24.3818525627249,89.2052720308246
"221",1794190.78541673,2236866.55441725,0.94781124583,10.2371758888551,1262.8880295956,20.4493458622203,67.5403262722295
"222",1896596.38318191,2236866.55441725,0.572690086954352,10.7099090963067,1252.18293711281,13.2702529842686,59.1522769030855
"223",1999001.98094709,2236866.55441725,0.190990090275291,10.7083338576937,1243.99823674259,9.71245787322381,73.4896976338172
"224",2101407.57871227,2236866.55441725,0.0160001233567311,10.7336591385749,1213.39066147525,4.55522344444154,36.7874712115169
"225",2203813.17647746,2236866.55441725,NA,NA,NA,NA,NA
"226",-2302033.12519051,2030532.60630306,0.572231781128711,14.1427865735216,987.068974741146,40.7931938836496,61.3717071664788
"227",-2199627.52742533,2030532.60630306,0.987486097461959,16.167849440326,534.127478855863,13.2780418830022,2.03835048884369
"228",-2097221.92966015,2030532.60630306,1,12.5588020324822,1249.32993929817,45.6286629493875,143.73467020367
"229",-1994816.33189497,2030532.60630306,1,8.48845420724064,479.129692075954,44.504615944378,43.3898963455967
"230",-1892410.73412979,2030532.60630306,1,10.6399396691283,172.496113586551,24.2511474064006,1.16671932844118
"231",-1790005.13636461,2030532.60630306,1,8.33364630943207,268.132446772212,33.6593349267412,5.55710036009623
"232",-1687599.53859943,2030532.60630306,1,7.72265162195239,289.619955016318,26.96434470919,4.86583346662924
"233",-1585193.94083425,2030532.60630306,1,7.38410518759226,334.281074941971,31.8524142273823,7.9516226048311
"234",-1482788.34306906,2030532.60630306,1,10.3075449176579,232.086116184723,17.1999230755341,2.05169816018069
"235",-1380382.74530388,2030532.60630306,1,10.1178896969439,360.980426508961,22.462571950739,4.15331844770934
"236",-1277977.1475387,2030532.60630306,1,6.05448053273561,585.249099632842,50.3614973589856,27.6071696445544
"237",-1175571.54977352,2030532.60630306,1,6.00193764192536,377.105568029833,30.6256782641364,17.6535067018902
"238",-1073165.95200834,2030532.60630306,1,7.29032616625588,312.755156091184,28.1694990864622,7.04069328124277
"239",-970760.354243158,2030532.60630306,1,5.45058318719797,489.750425072929,28.2460137650015,16.9349498647802
"240",-868354.756477977,2030532.60630306,1,3.25168519102748,600.158861718252,34.6013808543693,46.2056653763503
"241",-765949.158712796,2030532.60630306,1,6.91127124130763,429.884214953241,20.0289707605321,11.9599276641182
"242",-663543.560947615,2030532.60630306,1,9.00160802843566,399.46737910071,5.88216595218011,0.295211825260915
"243",-561137.963182434,2030532.60630306,1,9.65092948769802,446.968172733118,4.71912582613537,0.534717832876855
"244",-458732.365417253,2030532.60630306,1,9.71710046058511,520.026999124843,6.27354061538712,0.232995590653129
"245",-356326.767652072,2030532.60630306,1,9.70016027516404,596.003790646769,5.75343086797196,1.21694135697189
"246",-253921.16988689,2030532.60630306,1,9.71462117600385,661.31193117161,3.90361660622845,0.551763838858932
"247",-151515.57212171,2030532.60630306,1,10.0123985201109,713.897108466755,3.291655864374,1.5228111101156
"248",-49109.9743565284,2030532.60630306,1,10.2131337323561,789.570236555725,4.81247314791448,1.84012881054424
"249",53295.6234086528,2030532.60630306,1,9.96388349117791,869.591411514731,6.45268101164161,2.2564268336678
"250",155701.221173834,2030532.60630306,1,9.83450889659557,925.486575856556,5.15778866934574,8.16138826019783
"251",258106.818939015,2030532.60630306,1,9.90841129539247,954.096512275662,5.07363323589055,11.3300248486448
"252",360512.416704196,2030532.60630306,1,10.3107869045279,963.772231885467,4.15591846563745,13.4105656868247
"253",462918.014469377,2030532.60630306,1,10.2616241628029,966.666830569498,3.44692570892449,11.3828984746827
"254",565323.612234558,2030532.60630306,1,10.2397170984674,961.746547728042,2.96754939649523,6.97999920363895
"255",667729.20999974,2030532.60630306,1,10.4679284364902,990.574959844532,1.81087522529275,4.28580482113792
"256",770134.80776492,2030532.60630306,1,10.3436221615634,1028.62818863448,2.06240935153855,5.57205267053169
"257",872540.405530102,2030532.60630306,1,10.289313156026,1017.34502028684,2.06424814489009,2.14988775286788
"258",974946.003295283,2030532.60630306,1,10.4247711406362,991.848209087703,1.77929522868574,1.41361481919609
"259",1077351.60106046,2030532.60630306,1,10.5650407606108,1017.08168136697,2.60186452517227,3.48449013151069
"260",1179757.19882564,2030532.60630306,1,10.4813047770955,1047.74991485743,8.95115311348174,31.4986063522765
"261",1282162.79659083,2030532.60630306,1,10.6097090827805,1087.31474258041,13.058734421103,57.3544820647991
"262",1384568.39435601,2030532.60630306,1,9.93038782650092,1186.55620197529,18.5778669395032,75.7035031894817
"263",1486973.99212119,2030532.60630306,1,10.3637868872033,1068.06850263464,25.8526312434985,84.7492358687515
"264",1589379.58988637,2030532.60630306,1,11.715695402529,1158.61670609061,16.0846228682641,45.0894048392669
"265",1691785.18765155,2030532.60630306,0.90340800841168,12.5617343065311,1218.43848337415,8.1189741672873,26.7567750222175
"266",1794190.78541673,2030532.60630306,0.663829755935938,12.826060954314,1210.13092932425,2.98262700814352,37.4219794674162
"267",1896596.38318191,2030532.60630306,NA,NA,NA,NA,NA
"268",1999001.98094709,2030532.60630306,NA,NA,NA,NA,NA
"269",2101407.57871227,2030532.60630306,NA,NA,NA,NA,NA
"270",2203813.17647746,2030532.60630306,NA,NA,NA,NA,NA
"271",-2302033.12519051,1824198.65818888,0.172291476981508,13.8713926243417,782.329933585527,47.1509548208868,103.934091438998
"272",-2199627.52742533,1824198.65818888,0.998761952944397,15.5288980151618,422.953988187381,32.3351760126017,7.77177481690023
"273",-2097221.92966015,1824198.65818888,1,16.4887789672468,429.360029400526,16.6846879541955,28.7310267213063
"274",-1994816.33189497,1824198.65818888,1,7.86493956332426,783.172107312603,73.2425295705939,94.454042319929
"275",-1892410.73412979,1824198.65818888,1,12.0245146964917,176.467292066056,45.3312094603306,3.26871898006529
"276",-1790005.13636461,1824198.65818888,1,11.232562618256,197.014849926103,23.1645187450159,2.79186643619665
"277",-1687599.53859943,1824198.65818888,1,11.4312017998755,225.759979659015,26.5759723441098,2.77137925212575
"278",-1585193.94083425,1824198.65818888,1,10.4307557985756,333.810450548173,27.7718259467194,12.4450854806489
"279",-1482788.34306906,1824198.65818888,1,9.47196304032804,344.275291381337,26.7691117946571,13.5796494535556
