"","x","y","acaldi","acalma","alsebl","apeime","ast2gr","beilpe","brosal","calolo","caseac","chr1ec","chr2ar","cordla","cupasy","des2pa","faraoc","gar2in","guapst","guargu","guarsp","guatdu","hassfl","heisco","herrpu","hirttr","hybapr","ingago","ingama","ingaqu","ingaum","loncla","malmsp","maquco","mourmy","ocotce","oenoma","olmeas","ormoma","pentma","picrla","pipeae","pipeco","pipecu","pipepe","pipere","poular","pourbi","pri2co","protco","protpa","protte","quaras","randar","simaam","sipacr","socrex","solast","soroaf","swars2","sympgl","tab1gu","tab1ro","tab2ar","tachve","termam","tet2pa","thevah","tri2tu","unonpi","virose","virosu","xyl1ma","alchco","cassel","chr2ca","coccma","cou2cu","dendar","drypst","ery1co","eugega","eugene","eugeoe","hampap","ingapu","laciag","laetth","maytsc","micoaf","nectci","ouralu","psycho","stylst","swars1","talipr","tratas","zantbe","apeiti","ardigu","aspicr","cecrin","coccco","cordbi","dio2ar","guargr","ingath","micoar","micoel","micone","nectpu","perexa","poutre","poutst","pterro","sipapa","tri2pa","zantp1","ade1tr","alibed","annosp","ast1st","bactc1","cappfr","ceibpe","gar2ma","guetfo","ocotob","ocotpu","paligu","pse1se","sloate","andiin","casesy","eugeco","ingasa","psycma","quasam","annoac","cordal","crotbi","cupala","cuparu","gustsu","ingas1","jac1co","lacmpa","pla1pi","pla2el","turpoc","hyeral","schipa","sterap","tremmi","celtsc","heisac","ormocr","zantpr","caseco","licahy","rinosy","anaxpa","cestme","licapl","lozapi","ocotwh","psycch","sapiau","virosp","solaha","sponmo","theoca","casear","clidde","entesc","ery2ma","guazul","luehse","ochrpy","sponra","ery2pa","myrcga","geniam","sennda","tropra","taline","hameax","ingafa","cha2sc","vismba","phoeci","anacex","tripcu","allops","bactma","cecrob","ingaco","micoho","psycde","psycg1","chimpa","psycac","sch1zo","lafopu","diptpa","ingasp","neeaam","conoci","psycli","tremin","couthe","cyphha","laetpr","huracr","lindla","vochfe","nectgl","ardife","pit1ma","posola","elaeol","solaas","ficuob","urerba","cupaci","bactba","pipea1","aegipa","xyl2ol","acacme","malpro","psidfr","ingami","micopr","myrofr","psycra","ficupo","psycg3","zuelgu","ficuci","termob","hirtam","ficuc2","psycfu","ficuin","casegu","cecrlo","ingaru","maclti","tri4ga","cha1te","brosgu","ficuto","colugl","tocopi","aphesi","tri1gi","ficutr","spacme","cedrod","pipeim","amaico","poutfo","pipelo","cavapl","leandi","ficuma","clidse","cestra","macrgl","ficuyo","clidoc","margno","pochse","tet4jo","ormoam","ingape","vismbi","nects1","mar1la","randfo","ficupe","pipeca","stemgr","micoim","psycpi","bactc2","rauvli","jac2sp","appuse","protsp","sapisp","cespma","pit1ru","conobr","oreoca","ardiba","pterof","verbgi","pochqu","micodo"
"231",37.5,462.5,9,0,23,0,0,3,0,1,0,2,3,1,1,5,12,0,0,0,0,3,2,2,0,4,30,1,2,0,1,0,1,2,7,0,0,0,1,0,1,0,0,1,0,0,0,0,0,2,3,3,0,0,1,0,2,0,4,10,0,0,0,6,1,0,13,0,2,0,0,0,0,0,3,0,0,0,2,0,0,2,1,0,0,1,5,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,2,1,0,2,0,0,1,0,3,1,0,2,2,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,34,7,1,0,0,5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"232",37.5,487.5,1,0,32,0,0,1,1,2,0,0,3,2,0,7,19,2,0,3,0,5,2,0,0,6,38,0,3,0,0,8,0,0,7,1,2,0,0,0,2,0,1,0,0,0,0,0,0,0,6,2,2,1,4,0,0,0,2,6,0,0,0,4,1,0,13,0,1,0,0,1,0,4,5,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,15,0,0,0,20,0,1,3,0,1,0,0,1,1,3,1,0,4,0,0,0,0,0,0,0,0,2,1,0,0,0,0,4,0,1,0,0,2,2,0,0,0,8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"233",37.5,62.5,1,0,21,2,1,6,1,0,0,0,6,5,2,24,23,9,0,4,0,1,0,4,2,8,35,0,0,2,0,0,2,2,18,0,4,0,0,0,1,1,0,0,0,0,1,0,2,0,14,4,2,0,7,1,0,0,2,5,0,0,2,4,0,0,6,0,28,0,1,0,1,2,1,0,2,3,0,1,0,0,1,0,0,0,4,0,0,0,2,3,0,2,4,1,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,1,0,0,0,2,0,2,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"234",37.5,87.5,0,0,9,0,0,1,0,3,0,0,1,2,3,18,20,6,0,4,3,1,0,1,1,1,30,0,0,0,3,1,0,1,7,0,3,0,1,0,1,0,0,0,0,0,0,2,0,2,8,7,0,1,5,0,1,0,2,3,0,0,0,2,2,0,1,0,18,0,1,0,0,0,1,0,2,2,0,0,0,1,0,1,0,0,3,1,0,2,0,3,1,2,4,1,0,1,0,0,0,3,1,4,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,10,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"235",37.5,112.5,0,0,4,0,0,5,3,2,2,0,0,1,3,16,26,4,0,3,1,2,0,1,0,3,37,1,1,2,2,0,0,1,18,4,4,0,0,0,3,0,0,0,0,0,2,2,1,0,8,3,1,0,4,0,0,0,0,4,1,0,0,3,8,0,3,0,21,1,3,0,0,0,3,0,1,2,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"236",37.5,137.5,0,0,6,0,0,4,1,1,0,0,1,1,2,21,12,1,0,2,2,1,0,1,0,4,36,0,0,1,2,1,0,1,13,0,5,0,0,0,1,0,0,0,0,1,1,0,2,1,8,2,1,0,4,0,2,0,2,5,0,0,0,0,8,0,4,0,9,0,3,1,0,0,1,0,0,3,0,0,0,0,1,1,0,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"237",37.5,162.5,0,0,8,0,0,2,1,2,0,1,0,0,3,13,21,4,0,0,1,2,1,2,1,3,43,0,0,0,1,1,1,2,4,1,4,0,0,0,1,0,0,0,0,0,0,2,1,0,4,3,1,2,0,1,0,0,2,4,0,0,0,1,1,0,2,0,2,1,2,0,0,0,3,0,1,3,0,0,0,2,1,0,0,0,3,1,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"238",37.5,187.5,0,0,13,1,1,3,1,10,0,1,0,1,1,23,27,8,0,0,0,0,3,1,0,3,67,0,2,0,1,0,3,3,6,0,1,0,0,1,0,0,0,0,0,0,1,1,0,2,7,0,1,2,3,0,0,0,3,6,0,0,0,6,4,0,9,0,6,1,2,0,0,0,1,0,2,2,0,2,0,2,2,1,0,0,3,0,0,0,2,3,1,1,1,0,0,0,0,0,0,3,0,3,2,0,1,1,0,2,0,1,1,0,4,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"239",37.5,212.5,0,0,12,0,1,13,0,3,2,0,1,1,0,11,9,1,0,0,3,2,0,0,0,2,41,0,2,0,2,5,1,2,17,1,4,0,0,1,1,0,0,0,0,0,1,2,3,1,7,4,0,2,4,0,5,0,2,4,0,0,0,9,5,0,8,0,1,0,2,0,0,2,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,3,0,0,0,1,1,0,0,0,0,0,3,0,4,0,0,2,0,0,3,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"240",37.5,237.5,2,0,22,0,0,6,0,4,2,0,2,0,7,16,36,5,0,0,0,3,5,0,1,5,105,0,0,1,0,1,0,2,14,0,0,0,0,0,0,0,1,0,0,0,1,0,2,3,7,0,3,1,1,1,1,0,1,6,0,0,0,1,2,0,9,0,6,1,3,0,0,1,2,0,0,1,0,1,1,2,0,1,0,0,1,2,0,2,1,1,3,1,0,0,0,1,0,0,0,1,0,3,0,0,1,1,0,0,0,0,2,0,4,1,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"241",512.5,12.5,4,0,11,0,0,5,2,3,0,2,1,4,0,9,12,5,0,4,1,5,1,0,1,18,30,1,0,1,2,1,0,1,2,0,0,0,0,1,2,0,0,0,0,0,3,0,4,4,6,1,2,0,4,0,0,0,4,0,0,0,0,3,1,0,6,0,15,6,0,1,25,0,1,0,0,0,0,6,1,0,0,1,0,0,3,0,0,0,0,0,3,0,4,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3,2,0,0,0,0,0,1,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"242",512.5,37.5,0,0,3,0,0,2,0,14,4,2,0,1,1,15,7,4,1,3,1,1,0,1,1,12,29,0,1,0,1,0,2,1,2,1,1,0,0,0,2,0,0,0,0,0,4,0,3,2,2,2,1,1,3,0,0,0,1,1,0,0,0,1,0,0,6,0,10,2,3,0,9,1,0,0,0,1,0,2,0,13,1,1,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,7,0,0,0,0,1,0,0,3,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"243",512.5,262.5,1,0,4,0,0,2,1,1,1,1,0,0,5,9,79,19,0,0,1,0,1,1,0,5,39,0,0,1,5,0,1,1,5,2,2,0,1,0,0,0,0,0,0,0,0,0,1,1,4,4,2,1,6,0,0,0,4,5,0,1,0,6,3,0,9,0,4,0,2,0,2,0,2,0,2,11,0,1,0,0,2,8,0,0,1,0,1,1,0,2,8,0,12,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,1,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"244",512.5,287.5,1,0,4,1,0,5,3,2,1,0,1,1,3,22,39,13,0,0,0,3,0,1,2,3,35,0,1,3,4,0,2,1,12,0,2,0,0,0,0,0,0,0,1,1,0,0,4,0,2,2,7,0,6,0,0,0,7,6,0,0,0,4,3,0,4,0,9,0,3,0,1,0,1,0,0,7,0,0,0,2,1,12,0,0,6,1,0,3,0,4,2,0,8,0,0,0,0,0,0,5,0,1,0,0,0,3,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,1,2,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"245",512.5,312.5,1,1,5,0,0,3,1,3,2,0,0,3,0,21,19,6,0,0,1,0,0,0,2,3,31,1,3,1,4,0,3,1,12,0,1,0,0,0,3,0,0,0,0,1,3,0,2,2,10,4,10,0,1,0,0,0,4,7,0,0,0,7,1,0,9,0,11,2,1,0,0,0,3,0,1,0,0,3,0,2,2,6,0,0,5,1,0,0,0,4,7,0,5,2,0,0,0,0,2,4,0,0,2,0,0,1,0,0,0,0,4,0,2,2,0,0,0,0,0,0,4,9,1,0,0,2,1,0,0,0,0,0,1,0,2,0,0,3,0,0,1,1,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"246",512.5,337.5,0,0,8,0,0,0,0,1,2,0,0,1,0,17,34,4,0,1,3,2,0,0,1,5,14,1,2,3,2,1,2,1,26,0,3,0,1,0,3,0,0,0,0,1,1,0,7,0,5,2,8,0,0,0,0,0,4,3,0,0,0,6,1,0,12,0,4,0,0,0,0,0,4,1,1,4,0,3,0,3,1,12,0,0,5,0,0,1,0,2,0,2,11,2,0,0,0,0,1,13,0,1,0,0,2,0,0,0,0,0,1,0,1,0,0,2,0,5,0,0,0,2,0,0,1,0,1,1,0,0,0,0,2,1,2,0,0,5,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"247",512.5,362.5,1,0,5,1,0,2,1,0,0,0,1,0,1,10,45,1,0,0,0,0,0,0,0,1,32,0,1,0,2,0,1,2,17,0,6,0,0,1,0,0,0,0,0,0,0,0,2,0,5,0,4,1,4,0,0,0,4,0,0,0,0,0,0,0,8,0,5,2,1,0,0,0,3,0,0,6,0,0,0,1,0,5,0,0,5,0,0,1,0,1,1,0,8,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"248",512.5,387.5,0,0,1,0,1,0,0,0,0,0,0,0,6,9,27,3,1,0,0,1,0,0,0,2,39,3,2,0,2,2,0,0,12,1,4,0,0,0,2,0,0,0,0,0,0,0,8,0,10,1,1,2,2,0,0,0,1,7,0,0,0,0,0,0,8,0,14,0,0,0,1,0,1,0,0,12,0,2,0,1,0,6,0,0,1,1,0,0,0,1,1,0,7,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,1,1,0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"249",512.5,412.5,0,0,5,1,0,0,3,0,1,0,1,0,0,6,29,8,0,0,1,0,0,1,2,1,21,0,0,0,0,4,0,10,6,1,7,0,0,0,0,0,1,0,0,0,2,0,1,0,7,2,3,3,1,0,0,0,4,5,1,0,0,2,1,0,20,0,19,0,2,0,0,0,0,0,1,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,2,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"250",512.5,437.5,4,0,4,0,0,6,3,0,0,0,0,1,0,16,27,4,0,2,1,1,2,1,0,4,50,1,0,1,0,1,0,11,4,1,1,0,1,0,1,0,1,0,0,0,2,0,2,0,3,1,5,1,1,0,1,0,8,4,1,0,0,7,0,0,13,0,36,0,6,0,0,0,1,0,0,0,1,0,0,3,0,1,0,0,2,0,0,0,0,1,2,1,3,1,0,1,0,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,2,0,2,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
