"","x","y","acaldi","acalma","alsebl","apeime","ast2gr","beilpe","brosal","calolo","caseac","chr1ec","chr2ar","cordla","cupasy","des2pa","faraoc","gar2in","guapst","guargu","guarsp","guatdu","hassfl","heisco","herrpu","hirttr","hybapr","ingago","ingama","ingaqu","ingaum","loncla","malmsp","maquco","mourmy","ocotce","oenoma","olmeas","ormoma","pentma","picrla","pipeae","pipeco","pipecu","pipepe","pipere","poular","pourbi","pri2co","protco","protpa","protte","quaras","randar","simaam","sipacr","socrex","solast","soroaf","swars2","sympgl","tab1gu","tab1ro","tab2ar","tachve","termam","tet2pa","thevah","tri2tu","unonpi","virose","virosu","xyl1ma","alchco","cassel","chr2ca","coccma","cou2cu","dendar","drypst","ery1co","eugega","eugene","eugeoe","hampap","ingapu","laciag","laetth","maytsc","micoaf","nectci","ouralu","psycho","stylst","swars1","talipr","tratas","zantbe","apeiti","ardigu","aspicr","cecrin","coccco","cordbi","dio2ar","guargr","ingath","micoar","micoel","micone","nectpu","perexa","poutre","poutst","pterro","sipapa","tri2pa","zantp1","ade1tr","alibed","annosp","ast1st","bactc1","cappfr","ceibpe","gar2ma","guetfo","ocotob","ocotpu","paligu","pse1se","sloate","andiin","casesy","eugeco","ingasa","psycma","quasam","annoac","cordal","crotbi","cupala","cuparu","gustsu","ingas1","jac1co","lacmpa","pla1pi","pla2el","turpoc","hyeral","schipa","sterap","tremmi","celtsc","heisac","ormocr","zantpr","caseco","licahy","rinosy","anaxpa","cestme","licapl","lozapi","ocotwh","psycch","sapiau","virosp","solaha","sponmo","theoca","casear","clidde","entesc","ery2ma","guazul","luehse","ochrpy","sponra","ery2pa","myrcga","geniam","sennda","tropra","taline","hameax","ingafa","cha2sc","vismba","phoeci","anacex","tripcu","allops","bactma","cecrob","ingaco","micoho","psycde","psycg1","chimpa","psycac","sch1zo","lafopu","diptpa","ingasp","neeaam","conoci","psycli","tremin","couthe","cyphha","laetpr","huracr","lindla","vochfe","nectgl","ardife","pit1ma","posola","elaeol","solaas","ficuob","urerba","cupaci","bactba","pipea1","aegipa","xyl2ol","acacme","malpro","psidfr","ingami","micopr","myrofr","psycra","ficupo","psycg3","zuelgu","ficuci","termob","hirtam","ficuc2","psycfu","ficuin","casegu","cecrlo","ingaru","maclti","tri4ga","cha1te","brosgu","ficuto","colugl","tocopi","aphesi","tri1gi","ficutr","spacme","cedrod","pipeim","amaico","poutfo","pipelo","cavapl","leandi","ficuma","clidse","cestra","macrgl","ficuyo","clidoc","margno","pochse","tet4jo","ormoam","ingape","vismbi","nects1","mar1la","randfo","ficupe","pipeca","stemgr","micoim","psycpi","bactc2","rauvli","jac2sp","appuse","protsp","sapisp","cespma","pit1ru","conobr","oreoca","ardiba","pterof","verbgi","pochqu","micodo"
"320",587.5,237.5,0,0,9,0,0,0,2,0,0,0,1,3,2,28,74,5,2,0,3,0,0,2,0,1,28,0,0,0,0,0,0,0,15,0,2,0,0,0,2,0,0,0,0,0,1,0,1,1,3,0,1,4,1,0,0,0,1,3,0,1,0,4,1,0,10,0,0,1,3,0,2,0,0,1,0,4,0,0,0,1,1,2,0,0,1,0,0,1,1,4,3,1,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"321",612.5,12.5,0,0,10,0,0,9,1,4,2,0,2,1,3,11,13,3,0,2,0,6,0,0,4,11,42,1,9,0,0,1,2,1,9,1,1,1,0,1,0,0,0,0,0,0,1,0,2,1,3,10,1,1,7,0,0,0,6,3,0,0,1,0,4,0,8,0,3,3,2,1,20,2,1,0,0,1,0,3,0,3,0,8,0,0,4,2,0,0,0,3,0,2,1,1,0,2,0,0,0,14,1,0,0,1,0,2,0,0,0,0,3,0,1,1,0,0,0,0,8,0,0,2,0,2,0,1,0,6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"322",612.5,37.5,0,0,7,0,0,8,1,5,1,1,0,2,0,14,14,5,0,0,1,4,0,1,1,11,93,0,2,1,1,1,1,2,6,1,4,0,0,5,3,0,0,0,0,0,0,0,2,7,4,2,7,1,0,0,2,0,4,3,0,0,0,1,8,0,4,0,5,3,0,1,12,1,1,1,3,0,0,3,0,7,0,7,2,0,1,0,0,0,0,3,1,1,6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,2,0,1,2,2,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"323",612.5,262.5,6,0,20,1,0,1,2,2,2,0,0,1,2,25,29,1,0,5,2,0,0,0,2,4,83,0,3,0,2,0,0,2,2,1,0,0,0,1,5,0,0,0,0,0,1,0,0,1,1,3,5,2,3,0,0,0,7,1,0,0,1,2,4,0,5,0,28,0,4,0,0,1,2,0,0,2,0,1,0,3,1,3,0,0,4,0,0,0,0,4,2,1,12,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"324",612.5,287.5,4,0,16,0,0,0,1,1,0,0,0,2,3,18,56,4,0,5,0,1,0,0,1,7,38,0,3,0,1,0,0,0,3,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,3,3,5,1,0,0,0,3,2,0,0,0,3,0,0,3,0,31,0,1,0,3,0,1,0,2,0,0,19,0,7,1,5,0,0,0,0,0,0,0,0,2,0,12,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,2,0,1,0,1,0,0,1,0,1,0,5,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"325",612.5,312.5,0,0,14,0,0,0,2,0,0,0,0,0,0,15,60,12,0,4,0,0,0,0,0,4,39,0,1,0,1,1,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,9,5,1,2,0,0,0,1,1,0,0,0,3,0,0,4,0,88,0,1,0,0,0,0,0,0,1,0,11,0,8,0,2,0,0,0,0,0,0,0,2,2,0,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,3,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,1,0,2,0,1,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"326",612.5,337.5,0,0,8,1,0,3,0,2,0,0,0,3,0,32,41,11,0,2,0,2,0,1,0,3,31,1,2,0,0,1,0,1,7,1,2,0,0,0,4,0,0,0,0,0,0,0,3,0,2,3,3,2,4,0,0,0,3,0,0,0,1,2,0,0,8,0,53,2,0,0,1,0,0,0,0,5,0,2,0,5,1,3,0,0,0,0,0,0,0,2,1,1,11,2,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,1,0,1,1,2,0,0,0,0,0,0,9,0,0,0,2,0,1,0,0,1,0,2,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"327",612.5,362.5,0,0,4,0,0,0,0,0,0,1,0,2,4,25,33,18,0,2,0,0,0,0,0,1,39,0,1,0,1,0,0,2,5,1,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,1,6,0,2,0,0,0,0,2,0,0,0,2,0,0,1,0,12,0,1,0,0,0,1,0,1,0,0,1,0,2,0,1,0,0,1,0,0,0,0,6,2,1,3,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"328",612.5,387.5,1,0,10,0,4,0,0,1,0,0,2,0,9,11,24,5,0,0,0,0,0,0,1,0,42,0,2,0,1,0,1,0,7,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,8,0,0,1,0,0,0,1,2,0,0,0,3,0,0,3,0,30,0,1,0,0,0,1,0,0,0,0,3,0,0,1,2,0,1,3,1,0,1,0,2,1,1,5,3,0,0,0,0,1,1,0,2,0,0,0,1,0,1,0,0,1,0,2,0,4,0,0,1,1,0,0,2,0,1,0,0,0,0,0,0,0,0,1,1,6,0,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"329",612.5,412.5,0,0,10,0,1,1,1,0,1,0,3,1,11,13,38,7,0,2,0,1,0,1,0,1,23,0,2,0,1,1,0,3,7,0,2,0,1,0,0,0,0,0,0,0,0,0,1,1,0,6,4,0,1,0,0,0,3,1,0,0,1,2,0,0,9,0,12,1,1,0,0,0,0,0,1,0,0,2,0,3,1,2,1,0,0,0,0,0,0,0,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,3,0,1,0,0,0,4,0,1,1,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"330",612.5,437.5,0,0,34,0,0,5,1,0,0,0,4,0,4,10,27,4,0,2,1,1,0,1,0,4,42,0,2,1,1,0,0,1,6,1,0,0,0,0,2,0,0,0,0,0,0,0,1,1,3,2,6,4,1,0,0,0,3,3,0,0,0,3,0,0,2,0,33,0,1,0,1,0,0,1,0,2,0,1,0,2,1,1,0,0,1,0,1,0,0,1,13,2,10,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,0,0,0,11,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"331",612.5,462.5,0,0,28,0,0,0,1,1,0,0,1,0,2,13,22,8,0,4,1,0,0,0,0,5,49,0,0,0,0,2,0,1,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,5,7,1,1,0,0,0,1,4,0,0,0,3,0,0,3,0,26,0,3,0,0,0,0,0,2,0,0,0,0,0,9,2,0,1,1,0,0,0,0,0,12,2,6,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"332",612.5,487.5,6,0,10,2,0,0,0,0,3,0,1,0,3,9,34,7,0,1,1,0,1,0,1,2,54,0,9,0,1,0,1,1,5,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,3,3,2,1,0,0,0,2,5,0,0,2,1,0,0,5,0,20,0,3,0,0,0,0,1,0,2,0,0,0,0,0,3,1,1,1,0,0,0,0,1,4,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"333",612.5,62.5,0,0,8,0,1,7,4,5,0,0,1,2,0,19,30,14,0,2,0,1,0,1,2,6,40,0,1,4,0,0,1,3,11,1,0,0,0,0,3,0,0,0,0,0,0,0,0,2,1,5,3,0,1,0,2,0,2,4,0,0,1,0,2,0,2,0,22,1,1,0,20,0,1,0,0,0,0,6,0,2,0,2,0,0,0,0,0,0,0,0,1,0,8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,3,0,3,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"334",612.5,87.5,4,0,7,0,0,11,0,7,0,0,1,2,0,25,20,7,0,0,1,4,0,1,1,6,36,1,1,1,1,0,0,2,3,3,0,0,0,0,1,0,0,0,0,0,1,0,0,1,3,0,2,0,1,0,1,0,3,1,0,0,0,5,8,0,4,0,12,2,1,0,13,0,1,0,0,0,0,5,0,2,0,2,0,0,2,0,0,0,0,1,0,0,4,2,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,3,0,1,1,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"335",612.5,112.5,1,0,7,0,0,4,2,11,0,0,1,1,0,19,23,1,0,3,2,3,2,4,0,5,19,0,1,0,0,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,4,0,0,0,4,3,0,0,1,1,2,0,3,0,18,0,2,2,9,1,1,0,0,1,0,0,0,4,0,0,0,0,1,0,0,0,0,0,7,0,6,0,0,0,0,0,0,2,3,0,0,1,0,1,0,0,0,0,3,0,1,1,1,0,0,0,0,0,0,4,0,0,0,0,0,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"336",612.5,137.5,2,0,8,0,0,4,1,10,1,2,0,3,3,18,30,5,0,1,1,0,0,0,0,4,19,0,2,1,0,0,0,0,5,1,0,0,1,0,0,0,0,0,0,0,1,0,1,4,0,0,1,1,3,0,0,0,2,0,0,0,1,2,2,0,1,0,21,0,3,0,2,0,0,0,0,1,0,1,0,4,1,2,0,0,1,0,0,0,1,2,5,0,1,2,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,1,2,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,2,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"337",612.5,162.5,0,0,11,2,0,1,0,11,2,0,0,1,1,20,42,6,0,2,2,0,0,0,0,5,34,0,3,1,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5,6,2,4,0,0,0,1,2,0,0,0,2,5,0,1,0,15,0,0,0,6,0,1,0,0,2,0,4,0,3,0,2,1,0,6,0,0,0,0,5,6,1,9,4,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,3,0,1,4,1,0,0,0,0,0,0,5,0,1,1,0,0,1,0,0,0,1,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"338",612.5,187.5,1,0,13,0,0,0,0,9,1,0,3,1,0,10,22,6,0,6,1,0,0,0,0,2,32,0,2,2,0,0,0,1,2,0,1,0,1,0,3,0,0,0,0,0,1,0,1,0,0,3,2,4,2,0,0,0,0,0,0,0,0,1,6,0,4,0,28,0,0,0,5,0,0,2,0,0,0,2,0,1,3,7,1,0,3,1,0,0,0,5,6,1,5,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,4,2,5,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"339",612.5,212.5,0,0,14,0,0,0,5,0,1,0,0,3,0,22,74,2,0,3,0,0,0,0,1,4,48,2,1,1,0,0,0,0,15,1,0,0,0,1,4,0,0,0,0,1,0,0,0,0,0,2,6,4,2,0,0,0,3,0,0,0,0,3,7,0,11,0,25,0,3,0,3,0,0,0,0,3,0,1,0,1,3,7,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
